Source,Target,Label,Weight
Caligula AVIII,Tiberius CXIII,"Richard Bancroft, 1608",1
Caligula AVIII,Titus AI,"Richard Bancroft, 1608",1
Caligula AVIII,Titus DXI,"Richard Bancroft, 1608",1
Caligula AVIII,Vespasian BXIX,"Richard Bancroft, 1608",1
Caligula AVIII,Vespasian DIV,"Richard Bancroft, 1608",1
Caligula AVIII,Vespasian FXIII,"Richard Bancroft, 1608",1
Caligula AVIII,Vitellius DVII,"Richard Bancroft, 1608",1
Caligula AVIII,Vitellius DXI,"Richard Bancroft, 1608",1
Caligula AVIII,Vitellius DXV,"Richard Bancroft, 1608",1
Caligula AVIII,Vitellius EIV,"Richard Bancroft, 1608",1
Caligula AVIII,Vitellius EXI,"Richard Bancroft, 1608",1
Caligula AVIII,Vitellius EXIV,"Richard Bancroft, 1608",1
Caligula AVIII,Vitellius EXVII,"Richard Bancroft, 1608",1
Caligula AVIII,Vitellius FIX,"Richard Bancroft, 1608",1
Caligula AXII,Caligula AXIII,"Mr Morgan, 1616;Percy Herbert, 1661;Richard St George, 1614;John Williams, 1624;Arthur Agarde, 1613;Henry Montagu, 1621",6
Caligula AXII,Claudius AVI,"Arthur Agarde, 1613",1
Caligula AXII,Claudius CIX,"Arthur Agarde, 1613",1
Caligula AXII,Cleopatra AXII,"Arthur Agarde, 1613",1
Caligula AXII,Cleopatra CVII,"Arthur Agarde, 1613",1
Caligula AXII,Cleopatra DIII,"Richard St George, 1614",1
Caligula AXII,Cleopatra FVI,"Henry Montagu, 1621",1
Caligula AXII,Domitian III,"Arthur Agarde, 1613",1
Caligula AXII,Domitian XV,"Arthur Agarde, 1613",1
Caligula AXII,Faustina AIII,"Arthur Agarde, 1613",1
Caligula AXII,Faustina AIV,"Arthur Agarde, 1613",1
Caligula AXII,Faustina BII,"Arthur Agarde, 1613",1
Caligula AXII,Faustina BIII,"Arthur Agarde, 1613",1
Caligula AXII,Faustina BIX,"Henry Montagu, 1621",1
Caligula AXII,Faustina BV,"Arthur Agarde, 1613",1
Caligula AXII,Faustina CV,"Arthur Agarde, 1613",1
Caligula AXII,Galba EIII,"Arthur Agarde, 1613",1
Caligula AXII,Julius AI,"Arthur Agarde, 1613",1
Caligula AXII,Julius BIV,"Arthur Agarde, 1613",1
Caligula AXII,Julius DVI,"Arthur Agarde, 1613",1
Caligula AXII,Julius DVII,"Arthur Agarde, 1613",1
Caligula AXII,London Society Of Antiquaries MS 116,"Henry Montagu, 1621",1
Caligula AXII,Nero DI,"Arthur Agarde, 1613",1
Caligula AXII,Nero DX,"Arthur Agarde, 1613",1
Caligula AXII,Nero EI,"Arthur Agarde, 1613",1
Caligula AXII,Otho AXVII,"Arthur Agarde, 1613",1
Caligula AXII,Otho BXIV,"Mr Morgan, 1616;Richard St George, 1614;Arthur Agarde, 1613;Percy Herbert, 1661",4
Caligula AXII,Otho CVIII,"Arthur Agarde, 1613",1
Caligula AXII,Otho DIII,"Arthur Agarde, 1613",1
Caligula AXII,Otho EX,"Henry Montagu, 1621",1
Caligula AXII,Tiberius AVI,"Arthur Agarde, 1613",1
Caligula AXII,Tiberius AX,"Arthur Agarde, 1613",1
Caligula AXII,Tiberius AXIII,"Arthur Agarde, 1613",1
Caligula AXII,Tiberius EVI,"Arthur Agarde, 1613",1
Caligula AXII,Titus AII,"Arthur Agarde, 1613",1
Caligula AXII,Titus AVIII,"Arthur Agarde, 1613",1
Caligula AXII,Vespasian AVI,"Arthur Agarde, 1613",1
Caligula AXII,Vespasian AXVIII,"Arthur Agarde, 1613",1
Caligula AXII,Vespasian DX,"Arthur Agarde, 1613",1
Caligula AXII,Vespasian EII,"Arthur Agarde, 1613",1
Caligula AXII,Vitellius AVIII,"Arthur Agarde, 1613",1
Caligula AXII,Vitellius AXIII,"Arthur Agarde, 1613",1
Caligula AXII,Vitellius DII,"Arthur Agarde, 1613",1
Caligula AXII,Vitellius DXV,"Arthur Agarde, 1613",1
Caligula AXII,Vitellius EXVI,"Richard St George, 1614",1
Caligula AXIII,Claudius AVI,"Arthur Agarde, 1613",1
Caligula AXIII,Claudius CIX,"Arthur Agarde, 1613",1
Caligula AXIII,Cleopatra AXII,"Arthur Agarde, 1613",1
Caligula AXIII,Cleopatra CVII,"Arthur Agarde, 1613",1
Caligula AXIII,Cleopatra DIII,"Richard St George, 1614",1
Caligula AXIII,Cleopatra FVI,"Henry Montagu, 1621",1
Caligula AXIII,Domitian III,"Arthur Agarde, 1613",1
Caligula AXIII,Domitian XV,"Arthur Agarde, 1613",1
Caligula AXIII,Faustina AIII,"Arthur Agarde, 1613",1
Caligula AXIII,Faustina AIV,"Arthur Agarde, 1613",1
Caligula AXIII,Faustina BII,"Arthur Agarde, 1613",1
Caligula AXIII,Faustina BIII,"Arthur Agarde, 1613",1
Caligula AXIII,Faustina BIX,"Henry Montagu, 1621",1
Caligula AXIII,Faustina BV,"Arthur Agarde, 1613",1
Caligula AXIII,Faustina CV,"Arthur Agarde, 1613",1
Caligula AXIII,Galba EIII,"Arthur Agarde, 1613",1
Caligula AXIII,Julius AI,"Arthur Agarde, 1613",1
Caligula AXIII,Julius BIV,"Arthur Agarde, 1613",1
Caligula AXIII,Julius DVI,"Arthur Agarde, 1613",1
Caligula AXIII,Julius DVII,"Arthur Agarde, 1613",1
Caligula AXIII,London Society Of Antiquaries MS 116,"Henry Montagu, 1621",1
Caligula AXIII,Nero DI,"Arthur Agarde, 1613",1
Caligula AXIII,Nero DX,"Arthur Agarde, 1613",1
Caligula AXIII,Nero EI,"Arthur Agarde, 1613",1
Caligula AXIII,Otho AXVII,"Arthur Agarde, 1613",1
Caligula AXIII,Otho BXIV,"Mr Morgan, 1616;Richard St George, 1614;Samuel Roper, senior, 1638;Arthur Agarde, 1613;Percy Herbert, 1661",5
Caligula AXIII,Otho CVIII,"Arthur Agarde, 1613",1
Caligula AXIII,Otho DIII,"Arthur Agarde, 1613",1
Caligula AXIII,Otho EX,"Henry Montagu, 1621",1
Caligula AXIII,Tiberius AVI,"Arthur Agarde, 1613",1
Caligula AXIII,Tiberius AX,"Arthur Agarde, 1613",1
Caligula AXIII,Tiberius AXIII,"Arthur Agarde, 1613",1
Caligula AXIII,Tiberius EVI,"Arthur Agarde, 1613",1
Caligula AXIII,Titus AII,"Arthur Agarde, 1613",1
Caligula AXIII,Titus AVIII,"Arthur Agarde, 1613",1
Caligula AXIII,Vespasian AVI,"Arthur Agarde, 1613",1
Caligula AXIII,Vespasian AXVIII,"Arthur Agarde, 1613",1
Caligula AXIII,Vespasian DX,"Arthur Agarde, 1613",1
Caligula AXIII,Vespasian EII,"Arthur Agarde, 1613",1
Caligula AXIII,Vitellius AVIII,"Arthur Agarde, 1613",1
Caligula AXIII,Vitellius AXIII,"Arthur Agarde, 1613",1
Caligula AXIII,Vitellius DII,"Arthur Agarde, 1613",1
Caligula AXIII,Vitellius DXV,"Arthur Agarde, 1613",1
Caligula AXIII,Vitellius EXVI,"Richard St George, 1614",1
Caligula AXV,Claudius AIV,"John Selden, 1639",1
Caligula AXV,Claudius BIV,"William Le Neve, 1641;Francis Tate, 1612",2
Caligula AXV,Claudius DIII,"William Le Neve, 1641",1
Caligula AXV,Cleopatra AIII,"William Le Neve, 1641",1
Caligula AXV,Cleopatra AXII,"Francis Tate, 1612",1
Caligula AXV,Domitian XVIII,"Francis Tate, 1612",1
Caligula AXV,Faustina AIX,"William Le Neve, 1641",1
Caligula AXV,Galba AVIII,"Francis Tate, 1612",1
Caligula AXV,Nero CVIII,"John Selden, 1639",1
Caligula AXV,Nero DVI,"William Le Neve, 1641",1
Caligula AXV,Otho CI,"William Le Neve, 1641",1
Caligula AXV,Otho EI,"William Le Neve, 1641",1
Caligula AXV,Tiberius BIV,"Francis Tate, 1612",1
Caligula AXV,Tiberius BV,"John Selden, 1639",1
Caligula AXV,Tiberius EVIII,"Francis Tate, 1612",1
Caligula AXV,Vespasian BXXII,"John Selden, 1639",1
Caligula AXV,Vespasian CXIV,"William Le Neve, 1641",1
Caligula AXV,Vitellius CIV,"William Le Neve, 1641",1
Caligula AXV,Vitellius CV,"William Le Neve, 1641",1
Caligula BIV,Caligula CI,"Henry Howard, 1604",1
Caligula BIV,Caligula CII,"Henry Howard, 1604",1
Caligula BIV,Caligula CIII,"Henry Howard, 1604",1
Caligula BIV,Caligula CIX,"Henry Howard, 1604",1
Caligula BIV,Caligula DI,"Richard Cecil, 1604",1
Caligula BIV,Julius FVI,"Henry Howard, 1604",1
Caligula BV,Claudius CIV,"Robert Bowyer, 1612",1
Caligula BV,Tiberius CVII,"Robert Bowyer, 1612",1
Caligula BX,Caligula EVIII,"William Camden, 1614",1
Caligula BX,Caligula EX,"William Camden, 1614",1
Caligula BX,Caligula EXI,"William Camden, 1614",1
Caligula BX,Caligula EXII,"William Camden, 1614",1
Caligula BX,Claudius EVII,"William Camden, 1614",1
Caligula BX,Galba DXII,"William Camden, 1614",1
Caligula BX,Nero BX,"William Camden, 1614",1
Caligula BX,Otho BX,"William Camden, 1614",1
Caligula BX,Titus AXV,"William Camden, 1614",1
Caligula BX,Titus AXVI,"William Camden, 1614",1
Caligula BX,Vitellius CXVII,"William Camden, 1614",1
Caligula BX,Vitellius FXII,"William Camden, 1614",1
Caligula CI,Caligula CII,"Henry Howard, 1604",1
Caligula CI,Caligula CIII,"Henry Howard, 1604",1
Caligula CI,Caligula CIX,"Henry Howard, 1604",1
Caligula CI,Julius FVI,"Henry Howard, 1604",1
Caligula CII,Caligula CIII,"Henry Howard, 1604",1
Caligula CII,Caligula CIX,"Henry Howard, 1604",1
Caligula CII,Julius FVI,"Henry Howard, 1604",1
Caligula CIII,Caligula CIX,"Henry Howard, 1604",1
Caligula CIII,Galba EVI,"Mr Beston, unknown date",1
Caligula CIII,Julius FVI,"Henry Howard, 1604",1
Caligula CIII,Vespasian FVI,"Mr Beston, unknown date",1
Caligula CIX,Julius FVI,"Henry Howard, 1604",1
Caligula DIX,Caligula DIX,"George Carew, 1604",1
Caligula DIX,Caligula DVI,"Edward Herbert, 1636;Robert Cecil, 1608;John Selden, 1621",3
Caligula DIX,Caligula DVII,"Edward Herbert, 1636;Robert Cecil, 1608;John Selden, 1621",3
Caligula DIX,Caligula DVIII,"Edward Herbert, 1636;Robert Cecil, 1608;John Selden, 1621",3
Caligula DIX,Caligula DX,"Edward Herbert, 1636;Robert Cecil, 1608;John Selden, 1621",3
Caligula DIX,Caligula DXI,"Edward Herbert, 1636;Robert Cecil, 1608;John Selden, 1621",3
Caligula DIX,Caligula DXII,"Edward Herbert, 1636;Robert Cecil, 1608;John Selden, 1621",3
Caligula DIX,Caligula EI,"Robert Cecil, 1608;John Selden, 1621",2
Caligula DIX,Caligula EII,"Robert Cecil, 1608;John Selden, 1621",2
Caligula DIX,Caligula EIII,"Robert Cecil, 1608;John Selden, 1621",2
Caligula DIX,Caligula EIV,"Edward Herbert, 1636;Robert Cecil, 1608;John Selden, 1621",3
Caligula DIX,Caligula EV,"Robert Cecil, 1608",1
Caligula DIX,Caligula EVI,"Robert Cecil, 1608",1
Caligula DIX,Claudius BIV,"John Selden, 1621",1
Caligula DIX,Claudius EVII,"John Selden, 1621",1
Caligula DIX,Cleopatra AXIV,"Edward Herbert, 1636",1
Caligula DIX,Cleopatra AXVI,"John Selden, 1621",1
Caligula DIX,Cleopatra BV,"Edward Herbert, 1636",1
Caligula DIX,Faustina EVII,"Edward Herbert, 1636",1
Caligula DIX,Galba BI,"John Selden, 1621",1
Caligula DIX,Galba BII,"John Selden, 1621",1
Caligula DIX,Galba BIII,"John Selden, 1621",1
Caligula DIX,Galba BIV,"John Selden, 1621",1
Caligula DIX,Galba BIX,"John Selden, 1621",1
Caligula DIX,Galba BV,"John Selden, 1621",1
Caligula DIX,Galba BVII,"John Selden, 1621",1
Caligula DIX,Galba BVIII,"John Selden, 1621",1
Caligula DIX,Galba BX,"John Selden, 1621",1
Caligula DIX,Galba BXI,"John Selden, 1621",1
Caligula DIX,Galba BXII,"John Selden, 1621",1
Caligula DIX,Julius EIII,"John Selden, 1621",1
Caligula DIX,Julius FIII,"John Selden, 1621",1
Caligula DIX,Julius FVI,"Edward Herbert, 1636",1
Caligula DIX,Nero BVIII,"John Selden, 1621",1
Caligula DIX,Otho BXIII,"John Selden, 1621",1
Caligula DIX,Otho CX,"Edward Herbert, 1636",1
Caligula DIX,Otho DVII,"John Selden, 1621",1
Caligula DIX,Otho EIX,"John Selden, 1621",1
Caligula DIX,Otho EVII,"John Selden, 1621",1
Caligula DIX,Otho EVIII,"John Selden, 1621",1
Caligula DIX,Titus BI,"Edward Herbert, 1636",1
Caligula DIX,Titus BVI,"Robert Cecil, 1608;George Carew, 1604",2
Caligula DIX,Titus DII,"Edward Herbert, 1636",1
Caligula DIX,Titus DIX,"Edward Herbert, 1636",1
Caligula DIX,Vespasian AXVIII,"John Selden, 1621",1
Caligula DIX,Vespasian CI,"Robert Cecil, 1608",1
Caligula DIX,Vespasian CII,"Robert Cecil, 1608",1
Caligula DIX,Vespasian CXIV,"George Carew, 1604",1
Caligula DIX,Vespasian FIX,"Edward Herbert, 1636",1
Caligula DIX,Vitellius BXXI,"Edward Herbert, 1636",1
Caligula DIX,Vitellius CIX,"John Selden, 1621",1
Caligula DIX,Vitellius CXI,"Edward Herbert, 1636",1
Caligula DIX,Vitellius CXVI,"Edward Herbert, 1636",1
Caligula DVI,Caligula DVII,"Edward Herbert, 1636;Robert Cecil, 1608;John Selden, 1621",3
Caligula DVI,Caligula DVIII,"Edward Herbert, 1636;Robert Cecil, 1608;John Selden, 1621",3
Caligula DVI,Caligula DX,"Edward Herbert, 1636;Robert Cecil, 1608;John Selden, 1621",3
Caligula DVI,Caligula DXI,"Edward Herbert, 1636;Robert Cecil, 1608;John Selden, 1621",3
Caligula DVI,Caligula DXII,"Edward Herbert, 1636;Robert Cecil, 1608;John Selden, 1621",3
Caligula DVI,Caligula EI,"Robert Cecil, 1608;John Selden, 1621",2
Caligula DVI,Caligula EII,"Robert Cecil, 1608;John Selden, 1621",2
Caligula DVI,Caligula EIII,"Robert Cecil, 1608;John Selden, 1621",2
Caligula DVI,Caligula EIV,"Edward Herbert, 1636;Robert Cecil, 1608;John Selden, 1621",3
Caligula DVI,Caligula EV,"Robert Cecil, 1608",1
Caligula DVI,Caligula EVI,"Robert Cecil, 1608",1
Caligula DVI,Claudius BIV,"John Selden, 1621",1
Caligula DVI,Claudius EVII,"John Selden, 1621",1
Caligula DVI,Cleopatra AXIV,"Edward Herbert, 1636",1
Caligula DVI,Cleopatra AXVI,"John Selden, 1621",1
Caligula DVI,Cleopatra BV,"Edward Herbert, 1636",1
Caligula DVI,Faustina EVII,"Edward Herbert, 1636",1
Caligula DVI,Galba BI,"John Selden, 1621",1
Caligula DVI,Galba BII,"John Selden, 1621",1
Caligula DVI,Galba BIII,"John Selden, 1621",1
Caligula DVI,Galba BIV,"John Selden, 1621",1
Caligula DVI,Galba BIX,"John Selden, 1621",1
Caligula DVI,Galba BV,"John Selden, 1621",1
Caligula DVI,Galba BVII,"John Selden, 1621",1
Caligula DVI,Galba BVIII,"John Selden, 1621",1
Caligula DVI,Galba BX,"John Selden, 1621",1
Caligula DVI,Galba BXI,"John Selden, 1621",1
Caligula DVI,Galba BXII,"John Selden, 1621",1
Caligula DVI,Julius EIII,"John Selden, 1621",1
Caligula DVI,Julius FIII,"John Selden, 1621",1
Caligula DVI,Julius FVI,"Edward Herbert, 1636",1
Caligula DVI,Nero BVIII,"John Selden, 1621",1
Caligula DVI,Otho BXIII,"John Selden, 1621",1
Caligula DVI,Otho CX,"Edward Herbert, 1636",1
Caligula DVI,Otho DVII,"John Selden, 1621",1
Caligula DVI,Otho EIX,"John Selden, 1621",1
Caligula DVI,Otho EVII,"John Selden, 1621",1
Caligula DVI,Otho EVIII,"John Selden, 1621",1
Caligula DVI,Titus BI,"Edward Herbert, 1636",1
Caligula DVI,Titus BVI,"Robert Cecil, 1608",1
Caligula DVI,Titus DII,"Edward Herbert, 1636",1
Caligula DVI,Titus DIX,"Edward Herbert, 1636",1
Caligula DVI,Vespasian AXVIII,"John Selden, 1621",1
Caligula DVI,Vespasian CI,"Robert Cecil, 1608",1
Caligula DVI,Vespasian CII,"Robert Cecil, 1608",1
Caligula DVI,Vespasian FIX,"Edward Herbert, 1636",1
Caligula DVI,Vitellius BXXI,"Edward Herbert, 1636",1
Caligula DVI,Vitellius CIX,"John Selden, 1621",1
Caligula DVI,Vitellius CXI,"Edward Herbert, 1636",1
Caligula DVI,Vitellius CXVI,"Edward Herbert, 1636",1
Caligula DVII,Caligula DVIII,"Edward Herbert, 1636;Robert Cecil, 1608;John Selden, 1621",3
Caligula DVII,Caligula DX,"Edward Herbert, 1636;Robert Cecil, 1608;John Selden, 1621",3
Caligula DVII,Caligula DXI,"Edward Herbert, 1636;Robert Cecil, 1608;John Selden, 1621",3
Caligula DVII,Caligula DXII,"Edward Herbert, 1636;Robert Cecil, 1608;John Selden, 1621",3
Caligula DVII,Caligula EI,"Robert Cecil, 1608;John Selden, 1621",2
Caligula DVII,Caligula EII,"Robert Cecil, 1608;John Selden, 1621",2
Caligula DVII,Caligula EIII,"Robert Cecil, 1608;John Selden, 1621",2
Caligula DVII,Caligula EIV,"Edward Herbert, 1636;Robert Cecil, 1608;John Selden, 1621",3
Caligula DVII,Caligula EV,"Robert Cecil, 1608",1
Caligula DVII,Caligula EVI,"Robert Cecil, 1608",1
Caligula DVII,Claudius BIV,"John Selden, 1621",1
Caligula DVII,Claudius EVII,"John Selden, 1621",1
Caligula DVII,Cleopatra AXIV,"Edward Herbert, 1636",1
Caligula DVII,Cleopatra AXVI,"John Selden, 1621",1
Caligula DVII,Cleopatra BV,"Edward Herbert, 1636",1
Caligula DVII,Faustina EVII,"Edward Herbert, 1636",1
Caligula DVII,Galba BI,"John Selden, 1621",1
Caligula DVII,Galba BII,"John Selden, 1621",1
Caligula DVII,Galba BIII,"John Selden, 1621",1
Caligula DVII,Galba BIV,"John Selden, 1621",1
Caligula DVII,Galba BIX,"John Selden, 1621",1
Caligula DVII,Galba BV,"John Selden, 1621",1
