Source,Target,Label,Weight
Augustus I,Claudius AVI,William Camden,1
Augustus I,Claudius DI,William Camden,1
Augustus I,Claudius EVII,William Camden,1
Augustus I,Cleopatra AII,William Camden,1
Augustus I,Cleopatra DV,William Camden,1
Augustus I,Cleopatra FVI,Thomas Howard,1
Augustus I,Domitian I,William Camden,1
Augustus I,Domitian XII,William Camden,1
Augustus I,Faustina BIV,William Camden,1
Augustus I,Galba DXII,William Camden,1
Augustus I,Julius CVIII,Thomas Howard,1
Augustus I,Julius DIII,William Camden,1
Augustus I,Nero BIII,William Camden,1
Augustus I,Nero BIV,William Camden,1
Augustus I,Nero BV,William Camden,1
Augustus I,Nero BX,William Camden,1
Augustus I,Nero CV,William Camden,1
Augustus I,Nero DI,William Camden,1
Augustus I,Otho AXIV,William Camden,1
Augustus I,Otho BVI,Thomas Howard,1
Augustus I,Otho BX,William Camden,1
Augustus I,Otho CVII,William Camden,1
Augustus I,Otho DIII,William Camden,1
Augustus I,Otho EXI,John Dodderidge,1
Augustus I,Tiberius AX,William Camden,1
Augustus I,Tiberius AXIII,William Camden,1
Augustus I,Tiberius EVI,William Camden,1
Augustus I,Titus AXV,William Camden,1
Augustus I,Titus AXVI,William Camden,1
Augustus I,Titus BXII,William Camden,1
Augustus I,Titus BXIII,William Camden,1
Augustus I,Titus CI,Thomas Howard,1
Augustus I,Vespasian AII,William Camden,1
Augustus I,Vespasian AXIII,Thomas Howard;William Camden,2
Augustus I,Vespasian BXXV,William Camden,1
Augustus I,Vespasian DXXI,William Camden,1
Augustus I,Vitellius AIII,William Camden,1
Augustus I,Vitellius CVI,William Camden,1
Augustus I,Vitellius CXI,Thomas Howard,1
Augustus I,Vitellius CXVI,Thomas Howard,1
Augustus I,Vitellius CXVII,William Camden,1
Augustus I,Vitellius DVII,William Camden,1
Augustus I,Vitellius DXIII,William Camden,1
Augustus I,Vitellius DXV,William Camden,1
Augustus I,Vitellius EVIII,William Camden,1
Augustus I,Vitellius FIX,William Camden,1
Augustus I,Vitellius FXII,William Camden,1
Augustus I.II31,Augustus I.II32,John Harington,1
Augustus I.II31,Augustus I.II33,John Harington,1
Augustus I.II31,Augustus I.II34,John Harington,1
Augustus I.II31,Augustus I.II35,John Harington,1
Augustus I.II32,Augustus I.II33,John Harington,1
Augustus I.II32,Augustus I.II34,John Harington,1
Augustus I.II32,Augustus I.II35,John Harington,1
Augustus I.II33,Augustus I.II34,John Harington,1
Augustus I.II33,Augustus I.II35,John Harington,1
Augustus I.II34,Augustus I.II35,John Harington,1
Augustus II,Caligula AXV,William Le Neve,1
Augustus II,Claudius BIV,William Le Neve,1
Augustus II,Claudius CII,William Le Neve,1
Augustus II,Claudius DIII,William Le Neve,1
Augustus II,Cleopatra AIII,William Le Neve,1
Augustus II,Faustina AIX,William Le Neve,1
Augustus II,Nero DVI,William Le Neve,1
Augustus II,Otho CI,William Le Neve,1
Augustus II,Otho EI,William Le Neve,1
Augustus II,Titus CI,William Le Neve,1
Augustus II,Vespasian CXIV,William Le Neve,1
Augustus II,Vitellius CIV,William Le Neve,1
Augustus II,Vitellius CV,William Le Neve,1
Caligula AIII,Caligula DIX,Edward Herbert,1
Caligula AIII,Caligula DVI,Edward Herbert,1
Caligula AIII,Caligula DVII,Edward Herbert,1
Caligula AIII,Caligula DVIII,Edward Herbert,1
Caligula AIII,Caligula DX,Edward Herbert,1
Caligula AIII,Caligula DXI,Edward Herbert,1
Caligula AIII,Caligula DXII,Edward Herbert,1
Caligula AIII,Caligula EIV,Edward Herbert,1
Caligula AIII,Cleopatra AXIV,Edward Herbert,1
Caligula AIII,Cleopatra BV,Edward Herbert,1
Caligula AIII,Faustina EVII,Edward Herbert,1
Caligula AIII,Galba EIV,Edward Herbert,1
Caligula AIII,Julius FVI,Edward Herbert,1
Caligula AIII,Nero CVIII,Edward Herbert,1
Caligula AIII,Otho CX,Edward Herbert,1
Caligula AIII,Titus BI,Edward Herbert,1
Caligula AIII,Titus DII,Edward Herbert,1
Caligula AIII,Titus DIX,Edward Herbert,1
Caligula AIII,Vespasian FIX,Edward Herbert,1
Caligula AIII,Vitellius BXXI,Edward Herbert,1
Caligula AIII,Vitellius CXI,Edward Herbert,1
Caligula AIII,Vitellius CXVI,Edward Herbert,1
Caligula AIV,Caligula AIV,John Selden,1
Caligula AIV,Caligula AXV,John Selden,1
Caligula AIV,Caligula DIX,John Selden,1
Caligula AIV,Caligula DVI,John Selden,1
Caligula AIV,Caligula DVII,John Selden,1
Caligula AIV,Caligula DVIII,John Selden,1
Caligula AIV,Caligula DX,John Selden,1
Caligula AIV,Caligula DXI,John Selden,1
Caligula AIV,Caligula DXII,John Selden,1
Caligula AIV,Caligula EI,John Selden,1
Caligula AIV,Caligula EII,John Selden,1
Caligula AIV,Caligula EIII,John Selden,1
Caligula AIV,Caligula EIV,John Selden,1
Caligula AIV,Claudius AIII,John Selden,1
Caligula AIV,Claudius AIV,John Selden,1
Caligula AIV,Claudius AXI,John Selden,1
Caligula AIV,Claudius BIV,John Selden,1
Caligula AIV,Claudius BVIII,John Selden,1
Caligula AIV,Claudius DII,John Selden,1
Caligula AIV,Claudius DVIII,John Selden,1
Caligula AIV,Claudius EI,John Selden,1
Caligula AIV,Claudius EIV,John Selden,1
Caligula AIV,Claudius EVII,John Selden,1
Caligula AIV,Cleopatra AIII,John Selden,1
Caligula AIV,Cleopatra AXVI,John Selden,1
Caligula AIV,Cleopatra BIII,John Selden,1
Caligula AIV,Cleopatra CX,John Selden,1
Caligula AIV,Cleopatra DI,John Selden,1
Caligula AIV,Cleopatra DV,John Selden,1
Caligula AIV,Cleopatra EIV,John Selden,1
Caligula AIV,Cleopatra EV,John Selden,1
Caligula AIV,Cleopatra FI,John Selden,1
Caligula AIV,Cleopatra FII,John Selden,1
Caligula AIV,Cleopatra FIII,John Selden,1
Caligula AIV,Cleopatra FVI,John Selden,1
Caligula AIV,Domitian I,John Selden,1
Caligula AIV,Domitian V,John Selden,1
Caligula AIV,Faustina AIII,John Selden,1
Caligula AIV,Faustina AV,John Selden,1
Caligula AIV,Faustina BIX,John Selden,1
Caligula AIV,Faustina CIV,John Selden,1
Caligula AIV,Galba AIX,John Selden,1
Caligula AIV,Galba AX,John Selden,1
Caligula AIV,Galba BI,John Selden,1
Caligula AIV,Galba BII,John Selden,1
Caligula AIV,Galba BIII,John Selden,1
Caligula AIV,Galba BIV,John Selden,1
Caligula AIV,Galba BIX,John Selden,1
Caligula AIV,Galba BV,John Selden,1
Caligula AIV,Galba BVII,John Selden,1
Caligula AIV,Galba BVIII,John Selden,1
Caligula AIV,Galba BX,John Selden,1
Caligula AIV,Galba BXI,John Selden,1
Caligula AIV,Galba BXII,John Selden,1
Caligula AIV,Julius AXI,John Selden,1
Caligula AIV,Julius BVIII,John Selden,1
Caligula AIV,Julius BXIII,John Selden,1
Caligula AIV,Julius EIII,John Selden,1
Caligula AIV,Julius FIII,John Selden,1
Caligula AIV,London British Library Additional MS 33216,John Selden,1
Caligula AIV,Nero AVII,John Selden,1
Caligula AIV,Nero AXVII,John Selden,1
Caligula AIV,Nero BVIII,John Selden,1
Caligula AIV,Nero CIX,John Selden,1
Caligula AIV,Nero CVIII,John Selden,1
Caligula AIV,Nero DI,John Selden,1
Caligula AIV,Nero DII,John Selden,1
Caligula AIV,Nero DVI,John Selden,1
Caligula AIV,Nero DVIII,John Selden,1
Caligula AIV,Nero EVI,John Selden,1
Caligula AIV,Otho AXVI,John Selden,1
Caligula AIV,Otho BV,John Selden,1
Caligula AIV,Otho BXIII,John Selden,1
Caligula AIV,Otho CXIV,John Selden,1
Caligula AIV,Otho DVII,John Selden,1
Caligula AIV,Otho EIX,John Selden,1
Caligula AIV,Otho EVII,John Selden,1
Caligula AIV,Otho EVIII,John Selden,1
Caligula AIV,Otho EX,John Selden,1
Caligula AIV,Tiberius AI,John Selden,1
Caligula AIV,Tiberius AIX,John Selden,1
Caligula AIV,Tiberius AXIII,John Selden,1
Caligula AIV,Tiberius BV,John Selden,1
Caligula AIV,Tiberius BX,John Selden,1
Caligula AIV,Tiberius BXIII,John Selden,1
Caligula AIV,Tiberius CIII,John Selden,1
Caligula AIV,Tiberius CIX,John Selden,1
Caligula AIV,Tiberius CV,John Selden,1
Caligula AIV,Tiberius CXIII,John Selden,1
Caligula AIV,Titus AVIII,John Selden,1
Caligula AIV,Titus BV,John Selden,1
Caligula AIV,Titus CV,John Selden,1
Caligula AIV,Titus DXX,John Selden,1
Caligula AIV,Titus EI,John Selden,1
Caligula AIV,Titus EII,John Selden,1
Caligula AIV,Titus EIII,John Selden,1
Caligula AIV,Titus EIV,John Selden,1
Caligula AIV,Titus EIX,John Selden,1
Caligula AIV,Titus EV,John Selden,1
Caligula AIV,Titus EVI,John Selden,1
Caligula AIV,Titus EVII,John Selden,1
Caligula AIV,Titus EVIII,John Selden,1
Caligula AIV,Titus EX,John Selden,1
Caligula AIV,Titus EXI,John Selden,1
Caligula AIV,Titus EXII,John Selden,1
Caligula AIV,Titus EXIII,John Selden,1
Caligula AIV,Titus EXIV,John Selden,1
Caligula AIV,Titus F II,John Selden,1
Caligula AIV,Titus FI,John Selden,1
Caligula AIV,Vespasian AXII,John Selden,1
Caligula AIV,Vespasian AXVIII,John Selden,1
Caligula AIV,Vespasian AXXII,John Selden,1
Caligula AIV,Vespasian BXIX,John Selden,1
Caligula AIV,Vespasian BXXII,John Selden,1
Caligula AIV,Vespasian BXXIII,John Selden,1
Caligula AIV,Vespasian CXIII,John Selden,1
Caligula AIV,Vespasian DX,John Selden,1
Caligula AIV,Vespasian EIII,John Selden,1
Caligula AIV,Vespasian EXI,John Selden,1
Caligula AIV,Vitellius AIV,John Selden,1
Caligula AIV,Vitellius AVII,John Selden,1
Caligula AIV,Vitellius CIV,John Selden,1
Caligula AIV,Vitellius CIX,John Selden,1
Caligula AIV,Vitellius CX,John Selden,1
Caligula AIV,Vitellius DII,John Selden,1
Caligula AIV,Vitellius DV,John Selden,1
Caligula AIV,Vitellius DXV,John Selden,1
Caligula AIV,Vitellius DXVII,John Selden,1
Caligula AIV,Vitellius EV,John Selden,1
Caligula AIV,Vitellius EVI,John Selden,1
Caligula AIV,Vitellius FIX,John Selden,1
Caligula AIV,Vitellius FXII,John Selden,1
Caligula AIV,Vitellius FXIX,John Selden,1
Caligula AIV,Vitellius FXVIII,John Selden,1
Caligula AVIII,Claudius BII,Richard Bancroft,1
Caligula AVIII,Claudius DVI,Richard Bancroft,1
Caligula AVIII,Claudius EIII,Richard Bancroft,1
Caligula AVIII,Claudius EVIII,Richard Bancroft,1
Caligula AVIII,Cleopatra DIX,Richard Bancroft,1
Caligula AVIII,Cleopatra EI,Richard Bancroft,1
Caligula AVIII,Cleopatra EII,Richard Bancroft,1
Caligula AVIII,Cleopatra EIII,Richard Bancroft,1
Caligula AVIII,Cleopatra FI,Richard Bancroft,1
Caligula AVIII,Cleopatra FII,Richard Bancroft,1
Caligula AVIII,Domitian XI,Richard Bancroft,1
Caligula AVIII,Domitian XV,Richard Bancroft,1
Caligula AVIII,Faustina BI,Richard Bancroft,1
Caligula AVIII,Galba AI,Richard Bancroft,1
Caligula AVIII,Galba EX,Richard Bancroft,1
Caligula AVIII,Julius AXI,Richard Bancroft,1
Caligula AVIII,Nero AV,Richard Bancroft,1
Caligula AVIII,Nero AVIII,Richard Bancroft,1
Caligula AVIII,Nero AXV,Richard Bancroft,1
Caligula AVIII,Nero AXVI,Richard Bancroft,1
Caligula AVIII,Nero CV,Richard Bancroft,1
Caligula AVIII,Nero DI,Richard Bancroft,1
Caligula AVIII,Nero DII,Richard Bancroft,1
Caligula AVIII,Otho BIII,Richard Bancroft,1
Caligula AVIII,Otho BV,Richard Bancroft,1
Caligula AVIII,Otho CXIV,Richard Bancroft,1
Caligula AVIII,Otho DVIII,Richard Bancroft,1
Caligula AVIII,Otho EV,Richard Bancroft,1
Caligula AVIII,Tiberius AIX,Richard Bancroft,1
Caligula AVIII,Tiberius AX,Richard Bancroft,1
Caligula AVIII,Tiberius CVII,Richard Bancroft,1
Caligula AVIII,Tiberius CXIII,Richard Bancroft,1
Caligula AVIII,Titus AI,Richard Bancroft,1
Caligula AVIII,Titus BI,Richard Bancroft,1
Caligula AVIII,Titus DXI,Richard Bancroft,1
Caligula AVIII,Vespasian BXIX,Richard Bancroft,1
Caligula AVIII,Vespasian DIV,Richard Bancroft,1
Caligula AVIII,Vespasian FXIII,Richard Bancroft,1
Caligula AVIII,Vitellius DVII,Richard Bancroft,1
Caligula AVIII,Vitellius DXI,Richard Bancroft,1
Caligula AVIII,Vitellius DXV,Richard Bancroft,1
Caligula AVIII,Vitellius EIV,Richard Bancroft,1
Caligula AVIII,Vitellius EXI,Richard Bancroft,1
Caligula AVIII,Vitellius EXIV,Richard Bancroft,1
Caligula AVIII,Vitellius EXVII,Richard Bancroft,1
Caligula AVIII,Vitellius FIX,Richard Bancroft,1
Caligula AXII,Caligula AXIII,Henry Montagu;Percy Herbert;John Williams;Arthur Agarde;Richard St George;Mr Morgan,6
Caligula AXII,Claudius AVI,Arthur Agarde,1
Caligula AXII,Claudius AVIII,Henry Montagu,1
Caligula AXII,Claudius CIX,Arthur Agarde,1
Caligula AXII,Cleopatra AXII,Arthur Agarde,1
Caligula AXII,Cleopatra AXVI,Arthur Agarde,1
Caligula AXII,Cleopatra BV,John Williams,1
Caligula AXII,Cleopatra BXIII,John Williams,1
Caligula AXII,Cleopatra CVII,Arthur Agarde,1
Caligula AXII,Cleopatra DIII,Richard St George,1
Caligula AXII,Cleopatra FIII,Henry Montagu,1
Caligula AXII,Cleopatra FVI,Henry Montagu,1
Caligula AXII,Domitian III,Arthur Agarde,1
Caligula AXII,Domitian XV,Arthur Agarde,1
Caligula AXII,Faustina AIII,Arthur Agarde,1
Caligula AXII,Faustina AIV,Arthur Agarde,1
Caligula AXII,Faustina BII,Arthur Agarde,1
Caligula AXII,Faustina BIII,Arthur Agarde,1
Caligula AXII,Faustina BIX,Henry Montagu,1
Caligula AXII,Faustina BV,Arthur Agarde,1
Caligula AXII,Faustina CII,Henry Montagu,1
Caligula AXII,Faustina CV,Arthur Agarde,1
Caligula AXII,Faustina EV,Henry Montagu,1
Caligula AXII,Galba EIII,Arthur Agarde,1
Caligula AXII,Julius AI,Arthur Agarde,1
Caligula AXII,Julius BIV,Arthur Agarde,1
Caligula AXII,Julius DVI,Arthur Agarde,1
Caligula AXII,Julius DVII,Arthur Agarde,1
Caligula AXII,London British Library Additional MS 33216,Henry Montagu,1
Caligula AXII,London British Library Additional MS 46410,Henry Montagu,1
Caligula AXII,London Society Of Antiquaries MS 116,Henry Montagu,1
Caligula AXII,Nero DI,Arthur Agarde,1
Caligula AXII,Nero DX,Arthur Agarde,1
Caligula AXII,Nero EI,John Williams;Arthur Agarde,2
Caligula AXII,Otho AXVII,Arthur Agarde,1
Caligula AXII,Otho BXIV,Percy Herbert;Richard St George;Mr Morgan;Arthur Agarde,4
Caligula AXII,Otho CVIII,Arthur Agarde,1
Caligula AXII,Otho DIII,Arthur Agarde,1
Caligula AXII,Otho EIX,Henry Montagu,1
Caligula AXII,Otho EX,Henry Montagu,1
Caligula AXII,Otho EXI,Henry Montagu,1
Caligula AXII,Tiberius AVI,Arthur Agarde,1
Caligula AXII,Tiberius AX,Arthur Agarde,1
Caligula AXII,Tiberius AXIII,Arthur Agarde,1
Caligula AXII,Tiberius EVI,Arthur Agarde,1
Caligula AXII,Titus AI,Arthur Agarde,1
Caligula AXII,Titus AII,Arthur Agarde,1
Caligula AXII,Titus AVIII,Arthur Agarde,1
Caligula AXII,Titus CI,Henry Montagu,1
Caligula AXII,Titus DXII,Arthur Agarde,1
Caligula AXII,Titus EI,Henry Montagu,1
Caligula AXII,Titus FIV,Henry Montagu,1
Caligula AXII,Vespasian AVI,Arthur Agarde,1
Caligula AXII,Vespasian AXVIII,Arthur Agarde,1
Caligula AXII,Vespasian DX,Arthur Agarde,1
Caligula AXII,Vespasian EII,Arthur Agarde,1
Caligula AXII,Vespasian FIX,Henry Montagu,1
Caligula AXII,Vitellius AVIII,Arthur Agarde,1
Caligula AXII,Vitellius AXIII,Arthur Agarde,1
Caligula AXII,Vitellius DII,Arthur Agarde,1
Caligula AXII,Vitellius DXV,Arthur Agarde,1
Caligula AXII,Vitellius EXVI,Richard St George,1
Caligula AXIII,Claudius AVI,Arthur Agarde,1
Caligula AXIII,Claudius AVIII,Henry Montagu,1
Caligula AXIII,Claudius CIX,Arthur Agarde,1
Caligula AXIII,Cleopatra AXII,Arthur Agarde,1
Caligula AXIII,Cleopatra AXVI,Arthur Agarde,1
Caligula AXIII,Cleopatra BV,John Williams,1
Caligula AXIII,Cleopatra BXIII,John Williams,1
Caligula AXIII,Cleopatra CVII,Arthur Agarde,1
Caligula AXIII,Cleopatra DIII,Richard St George,1
Caligula AXIII,Cleopatra FIII,Henry Montagu,1
Caligula AXIII,Cleopatra FVI,Henry Montagu,1
Caligula AXIII,Domitian III,Arthur Agarde,1
Caligula AXIII,Domitian XV,Arthur Agarde,1
Caligula AXIII,Faustina AIII,Arthur Agarde,1
Caligula AXIII,Faustina AIV,Arthur Agarde,1
Caligula AXIII,Faustina BII,Arthur Agarde,1
Caligula AXIII,Faustina BIII,Arthur Agarde,1
Caligula AXIII,Faustina BIX,Henry Montagu,1
Caligula AXIII,Faustina BV,Arthur Agarde,1
Caligula AXIII,Faustina CII,Henry Montagu,1
Caligula AXIII,Faustina CV,Arthur Agarde,1
Caligula AXIII,Faustina EV,Henry Montagu,1
Caligula AXIII,Galba EIII,Arthur Agarde,1
Caligula AXIII,Julius AI,Arthur Agarde,1
Caligula AXIII,Julius BIV,Arthur Agarde,1
Caligula AXIII,Julius DVI,Arthur Agarde,1
Caligula AXIII,Julius DVII,Arthur Agarde,1
Caligula AXIII,London British Library Additional MS 33216,Henry Montagu,1
Caligula AXIII,London British Library Additional MS 46410,Henry Montagu,1
Caligula AXIII,London Society Of Antiquaries MS 116,Henry Montagu,1
Caligula AXIII,Nero DI,Arthur Agarde,1
Caligula AXIII,Nero DX,Arthur Agarde,1
Caligula AXIII,Nero EI,John Williams;Arthur Agarde,2
Caligula AXIII,Otho AXVII,Arthur Agarde,1
Caligula AXIII,Otho BXIV,"Percy Herbert;Samuel Roper, senior;Arthur Agarde;Richard St George;Mr Morgan",5
Caligula AXIII,Otho CVIII,Arthur Agarde,1
Caligula AXIII,Otho DIII,Arthur Agarde,1
Caligula AXIII,Otho EIX,Henry Montagu,1
Caligula AXIII,Otho EX,Henry Montagu,1
Caligula AXIII,Otho EXI,Henry Montagu,1
Caligula AXIII,Tiberius AVI,Arthur Agarde,1
Caligula AXIII,Tiberius AX,Arthur Agarde,1
Caligula AXIII,Tiberius AXIII,Arthur Agarde,1
Caligula AXIII,Tiberius EVI,Arthur Agarde,1
Caligula AXIII,Titus AI,Arthur Agarde,1
Caligula AXIII,Titus AII,Arthur Agarde,1
Caligula AXIII,Titus AVIII,Arthur Agarde,1
Caligula AXIII,Titus CI,Henry Montagu,1
Caligula AXIII,Titus DXII,Arthur Agarde,1
Caligula AXIII,Titus EI,Henry Montagu,1
Caligula AXIII,Titus FIV,Henry Montagu,1
Caligula AXIII,Vespasian AVI,Arthur Agarde,1
Caligula AXIII,Vespasian AXVIII,Arthur Agarde,1
Caligula AXIII,Vespasian DX,Arthur Agarde,1
Caligula AXIII,Vespasian EII,Arthur Agarde,1
Caligula AXIII,Vespasian FIX,Henry Montagu,1
Caligula AXIII,Vitellius AVIII,Arthur Agarde,1
Caligula AXIII,Vitellius AXIII,Arthur Agarde,1
Caligula AXIII,Vitellius DII,Arthur Agarde,1
Caligula AXIII,Vitellius DXV,Arthur Agarde,1
Caligula AXIII,Vitellius EXVI,Richard St George,1
Caligula AXV,Caligula DIX,John Selden,1
Caligula AXV,Caligula DVI,John Selden,1
Caligula AXV,Caligula DVII,John Selden,1
Caligula AXV,Caligula DVIII,John Selden,1
Caligula AXV,Caligula DX,John Selden,1
Caligula AXV,Caligula DXI,John Selden,1
Caligula AXV,Caligula DXII,John Selden,1
Caligula AXV,Caligula EI,John Selden,1
Caligula AXV,Caligula EII,John Selden,1
Caligula AXV,Caligula EIII,John Selden,1
Caligula AXV,Caligula EIV,John Selden,1
Caligula AXV,Claudius AIII,John Selden,1
Caligula AXV,Claudius AIV,John Selden,1
Caligula AXV,Claudius AXI,John Selden,1
Caligula AXV,Claudius BIV,Francis Tate;William Le Neve;John Selden,3
Caligula AXV,Claudius BVIII,John Selden,1
Caligula AXV,Claudius CII,William Le Neve,1
Caligula AXV,Claudius DII,John Selden,1
Caligula AXV,Claudius DIII,William Le Neve,1
Caligula AXV,Claudius DVIII,John Selden,1
Caligula AXV,Claudius EI,John Selden,1
Caligula AXV,Claudius EIV,John Selden,1
Caligula AXV,Claudius EVII,John Selden,1
Caligula AXV,Cleopatra AIII,William Le Neve;John Selden,2
Caligula AXV,Cleopatra AXII,Francis Tate,1
Caligula AXV,Cleopatra AXVI,John Selden,1
Caligula AXV,Cleopatra BIII,John Selden,1
Caligula AXV,Cleopatra CX,John Selden,1
Caligula AXV,Cleopatra DI,John Selden,1
Caligula AXV,Cleopatra DV,John Selden,1
Caligula AXV,Cleopatra EIV,John Selden,1
Caligula AXV,Cleopatra EV,John Selden,1
Caligula AXV,Cleopatra FI,John Selden,1
Caligula AXV,Cleopatra FII,John Selden,1
Caligula AXV,Cleopatra FIII,John Selden,1
Caligula AXV,Cleopatra FVI,John Selden,1
Caligula AXV,Domitian I,John Selden,1
Caligula AXV,Domitian V,John Selden,1
Caligula AXV,Domitian XVIII,Francis Tate,1
Caligula AXV,Faustina AIII,John Selden,1
Caligula AXV,Faustina AIX,William Le Neve,1
Caligula AXV,Faustina AV,John Selden,1
Caligula AXV,Faustina BIX,John Selden,1
Caligula AXV,Faustina CIV,John Selden,1
Caligula AXV,Galba AIX,John Selden,1
Caligula AXV,Galba AVIII,Francis Tate,1
Caligula AXV,Galba AX,John Selden,1
Caligula AXV,Galba BI,John Selden,1
Caligula AXV,Galba BII,John Selden,1
Caligula AXV,Galba BIII,John Selden,1
Caligula AXV,Galba BIV,John Selden,1
Caligula AXV,Galba BIX,John Selden,1
Caligula AXV,Galba BV,John Selden,1
Caligula AXV,Galba BVII,John Selden,1
Caligula AXV,Galba BVIII,John Selden,1
Caligula AXV,Galba BX,John Selden,1
Caligula AXV,Galba BXI,John Selden,1
Caligula AXV,Galba BXII,John Selden,1
Caligula AXV,Julius AXI,John Selden,1
Caligula AXV,Julius BVIII,John Selden,1
Caligula AXV,Julius BXIII,John Selden,1
Caligula AXV,Julius EIII,John Selden,1
Caligula AXV,Julius FIII,John Selden,1
Caligula AXV,London British Library Additional MS 33216,John Selden,1
Caligula AXV,Nero AI,Francis Tate,1
Caligula AXV,Nero AVII,John Selden,1
Caligula AXV,Nero AXVII,John Selden,1
Caligula AXV,Nero BVIII,John Selden,1
Caligula AXV,Nero CIX,John Selden,1
Caligula AXV,Nero CVIII,John Selden,1
Caligula AXV,Nero DI,John Selden,1
Caligula AXV,Nero DII,John Selden,1
Caligula AXV,Nero DVI,William Le Neve;John Selden,2
Caligula AXV,Nero DVIII,John Selden,1
Caligula AXV,Nero EVI,John Selden,1
Caligula AXV,Otho AXVI,John Selden,1
Caligula AXV,Otho BV,John Selden,1
Caligula AXV,Otho BXIII,John Selden,1
