Source,Target
translations,NLWLan4
translations,ArrBM184
translations,BerlinPhill
proverbs,CamCCC379
proverbs,BLLan762
aphorisms,CamCCC379
aphorisms,BLLan762
aphorisms,BLAdd46919
aphorisms,BLHar1288
aphorisms,GraysInn12
aphorisms,CamTCC1149
aphorisms,BodRawD328
aphorisms,OxfBal354
translations,BodRawD328
translations,OxfBal354
aphorisms,RylandsLat228
letters,BLAdd43491
aphorisms,BLAdd43491
aphorisms,BLRoy11Ciii
translations,DULCosViii9
aphorisms,DULCosViii9
pride,BodDou60
pride,BodLauMis23
pride,BodRawC288
pride,CULFf631
pride,CamTCC305
pride,BLHar211
pride,BLHar1197
pride,BLHar1288
pride,BLRoy8Ci
pride,LeedsBro501
pride,DrWilliamsAnc3
pride,SocAnt687
pride,Norwich158926
aphorisms,BodDou60
aphorisms,BodLauMis23
aphorisms,BodRawC288
aphorisms,CULFf631
aphorisms,CamTCC305
aphorisms,BLHar211
aphorisms,BLHar1197
aphorisms,BLHar1288
aphorisms,BLRoy8Ci
aphorisms,LeedsBro501
aphorisms,DrWilliamsAnc3
aphorisms,SocAnt687
aphorisms,Norwich158926
aphorisms,BodDou98
aphorisms,BodRawB471
aphorisms,OxfMert321
aphorisms,CULDd76
aphorisms,CULDd714
aphorisms,CULDd938
aphorisms,CULEe11
aphorisms,CULHh311
aphorisms,CamCCC301
aphorisms,CamTCC1438
aphorisms,BLAdd6159
aphorisms,BLLan1176
aphorisms,NLWPen92
aphorisms,Alnwick468
aphorisms,CantRegJ
aphorisms,CantRegP
aphorisms,GuildhallHorn
aphorisms,AclandHood
aphorisms,BNfr7011
proverbs,Bod315
aphorisms,Bod315
proverbs,OxfBal238
proverbs,BLCottClauDVII
aphorisms,OxfBal238
aphorisms,BLCottClauDVII
aphorisms,CamTCC1209
Christ,OxfMert248
sermons,OxfMert248
Apocalypse,OxfMert248
Apocalypse,CamMag5
Apocalypse,CamMag5
apostles,BristolAS2
charms,BLSl2584
thieves,BLSl2584
apostles,BLSl2584
death,CamTCC1450
apostrophes,CamTCC1450
pilgrims/pilgrimage,BodArcSelB14
pilgrims/pilgrimage,BodBar20
pilgrims/pilgrimage,Bod686
pilgrims/pilgrimage,BodHatDon1
pilgrims/pilgrimage,BodLauMis600
pilgrims/pilgrimage,BodLauMis739
pilgrims/pilgrimage,BodRawPoe141
pilgrims/pilgrimage,BodRawPoe223
pilgrims/pilgrimage,OxfChrCh152
pilgrims/pilgrimage,OxfCCC198
pilgrims/pilgrimage,OxfNew314
pilgrims/pilgrimage,OxfTri49
pilgrims/pilgrimage,CULDd424
pilgrims/pilgrimage,CULIi326
pilgrims/pilgrimage,CULMm25
pilgrims/pilgrimage,CamFitzMc181
pilgrims/pilgrimage,CamTCC582
pilgrims/pilgrimage,CamTCC595
pilgrims/pilgrimage,BLAdd5140
pilgrims/pilgrimage,BLAdd35286
pilgrims/pilgrimage,BLEge2726
pilgrims/pilgrimage,BLEge2863
pilgrims/pilgrimage,BLEge2864
pilgrims/pilgrimage,BLHar7333
pilgrims/pilgrimage,BLHar7334
pilgrims/pilgrimage,BLLan851
pilgrims/pilgrimage,BLRoy17Dxv
pilgrims/pilgrimage,BLRoy18Cii
pilgrims/pilgrimage,BLSl1685
pilgrims/pilgrimage,BLSl1686
pilgrims/pilgrimage,NLWPen392
pilgrims/pilgrimage,GULHun197
pilgrims/pilgrimage,Lichfield29
pilgrims/pilgrimage,Lincoln110
pilgrims/pilgrimage,LonPhys388
pilgrims/pilgrimage,RylandsEng113
pilgrims/pilgrimage,Petworth7
pilgrims/pilgrimage,Austin143
pilgrims/pilgrimage,ChicagoUL564
pilgrims/pilgrimage,PierpontM249
pilgrims/pilgrimage,PhilRos10842
pilgrims/pilgrimage,PUL100
pilgrims/pilgrimage,HunEL26C9
pilgrims/pilgrimage,TokyoTak24
pilgrims/pilgrimage,TokyoTak32
pilgrims/pilgrimage,BodAsh45III
London,BodArcSelB14
London,BodBar20
London,Bod686
London,BodHatDon1
London,BodLauMis600
London,BodLauMis739
London,BodRawPoe141
London,BodRawPoe223
London,OxfChrCh152
London,OxfCCC198
London,OxfNew314
London,OxfTri49
London,CULDd424
London,CULIi326
London,CULMm25
London,CamFitzMc181
London,CamTCC582
London,CamTCC595
London,BLAdd5140
London,BLAdd35286
London,BLEge2726
London,BLEge2863
London,BLEge2864
London,BLHar7333
London,BLHar7334
London,BLLan851
London,BLRoy17Dxv
London,BLRoy18Cii
London,BLSl1685
London,BLSl1686
London,NLWPen392
London,GULHun197
London,Lichfield29
London,Lincoln110
London,LonPhys388
London,RylandsEng113
London,Petworth7
London,Austin143
London,ChicagoUL564
London,PierpontM249
London,PhilRos10842
London,PUL100
London,HunEL26C9
London,TokyoTak24
London,TokyoTak32
London,BodAsh45III
apprentices,BodArcSelB14
apprentices,BodBar20
apprentices,Bod686
apprentices,BodHatDon1
apprentices,BodLauMis600
apprentices,BodLauMis739
apprentices,BodRawPoe141
apprentices,BodRawPoe223
apprentices,OxfChrCh152
apprentices,OxfCCC198
apprentices,OxfNew314
apprentices,OxfTri49
apprentices,CULDd424
apprentices,CULIi326
apprentices,CULMm25
apprentices,CamFitzMc181
apprentices,CamTCC582
apprentices,CamTCC595
apprentices,BLAdd5140
apprentices,BLAdd35286
apprentices,BLEge2726
apprentices,BLEge2863
apprentices,BLEge2864
apprentices,BLHar7333
apprentices,BLHar7334
apprentices,BLLan851
apprentices,BLRoy17Dxv
apprentices,BLRoy18Cii
apprentices,BLSl1685
apprentices,BLSl1686
apprentices,NLWPen392
apprentices,GULHun197
apprentices,Lichfield29
apprentices,Lincoln110
apprentices,LonPhys388
apprentices,RylandsEng113
apprentices,Petworth7
apprentices,Austin143
apprentices,ChicagoUL564
apprentices,PierpontM249
apprentices,PhilRos10842
apprentices,PUL100
apprentices,HunEL26C9
apprentices,TokyoTak24
apprentices,TokyoTak32
apprentices,BodAsh45III
fabliaux,BodArcSelB14
fabliaux,BodBar20
fabliaux,Bod686
fabliaux,BodHatDon1
fabliaux,BodLauMis600
fabliaux,BodLauMis739
fabliaux,BodRawPoe141
fabliaux,BodRawPoe223
fabliaux,OxfChrCh152
fabliaux,OxfCCC198
fabliaux,OxfNew314
fabliaux,OxfTri49
fabliaux,CULDd424
fabliaux,CULIi326
fabliaux,CULMm25
fabliaux,CamFitzMc181
fabliaux,CamTCC582
fabliaux,CamTCC595
fabliaux,BLAdd5140
fabliaux,BLAdd35286
fabliaux,BLEge2726
fabliaux,BLEge2863
fabliaux,BLEge2864
fabliaux,BLHar7333
fabliaux,BLHar7334
fabliaux,BLLan851
fabliaux,BLRoy17Dxv
fabliaux,BLRoy18Cii
fabliaux,BLSl1685
fabliaux,BLSl1686
fabliaux,NLWPen392
fabliaux,GULHun197
fabliaux,Lichfield29
fabliaux,Lincoln110
fabliaux,LonPhys388
fabliaux,RylandsEng113
fabliaux,Petworth7
fabliaux,Austin143
fabliaux,ChicagoUL564
fabliaux,PierpontM249
fabliaux,PhilRos10842
fabliaux,PUL100
fabliaux,HunEL26C9
fabliaux,TokyoTak24
fabliaux,TokyoTak32
fabliaux,BodAsh45III
debauchery,BodArcSelB14
debauchery,BodBar20
debauchery,Bod686
debauchery,BodHatDon1
debauchery,BodLauMis600
debauchery,BodLauMis739
debauchery,BodRawPoe141
debauchery,BodRawPoe223
debauchery,OxfChrCh152
debauchery,OxfCCC198
debauchery,OxfNew314
debauchery,OxfTri49
debauchery,CULDd424
debauchery,CULIi326
debauchery,CULMm25
debauchery,CamFitzMc181
debauchery,CamTCC582
debauchery,CamTCC595
debauchery,BLAdd5140
debauchery,BLAdd35286
debauchery,BLEge2726
debauchery,BLEge2863
debauchery,BLEge2864
debauchery,BLHar7333
debauchery,BLHar7334
debauchery,BLLan851
debauchery,BLRoy17Dxv
debauchery,BLRoy18Cii
debauchery,BLSl1685
debauchery,BLSl1686
debauchery,NLWPen392
debauchery,GULHun197
debauchery,Lichfield29
debauchery,Lincoln110
debauchery,LonPhys388
debauchery,RylandsEng113
debauchery,Petworth7
debauchery,Austin143
debauchery,ChicagoUL564
debauchery,PierpontM249
debauchery,PhilRos10842
debauchery,PUL100
debauchery,HunEL26C9
debauchery,TokyoTak24
debauchery,TokyoTak32
debauchery,BodAsh45III
herbergage,BodArcSelB14
herbergage,BodBar20
herbergage,Bod686
herbergage,BodHatDon1
herbergage,BodLauMis600
herbergage,BodLauMis739
herbergage,BodRawPoe141
herbergage,BodRawPoe223
herbergage,OxfChrCh152
herbergage,OxfCCC198
herbergage,OxfNew314
herbergage,OxfTri49
herbergage,CULDd424
herbergage,CULIi326
herbergage,CULMm25
herbergage,CamFitzMc181
herbergage,CamTCC582
herbergage,CamTCC595
herbergage,BLAdd5140
herbergage,BLAdd35286
herbergage,BLEge2726
herbergage,BLEge2863
herbergage,BLEge2864
herbergage,BLHar7333
herbergage,BLHar7334
herbergage,BLLan851
herbergage,BLRoy17Dxv
herbergage,BLRoy18Cii
herbergage,BLSl1685
herbergage,BLSl1686
herbergage,NLWPen392
herbergage,GULHun197
herbergage,Lichfield29
herbergage,Lincoln110
herbergage,LonPhys388
herbergage,RylandsEng113
herbergage,Petworth7
herbergage,Austin143
herbergage,ChicagoUL564
herbergage,PierpontM249
herbergage,PhilRos10842
herbergage,PUL100
herbergage,HunEL26C9
herbergage,TokyoTak24
herbergage,TokyoTak32
herbergage,BodAsh45III
servants,HarTYP193
labour relations,HarTYP193
apprentices,HarTYP193
A proverbial couplet,BodDou52
A proverbial couplet,RylandsLat394
proverbs,BodDou52
proverbs,RylandsLat394
translations,BodDou52
translations,RylandsLat394
friends,BodDou52
friends,RylandsLat394
A proverbial couplet,BLAdd35116
proverbs,BLAdd35116
occasional verse,BLCottVitAXVI
pageant verses,BLCottVitAXVI
Arthur,BLCottVitAXVI
Catherine of Aragon,BLCottVitAXVI
occasional verse,CovLeet
pageant verses,CovLeet
Arthur,CovLeet
Arthur,Longleat55
Arthurian literature,Longleat55
Arthur,BLCottVitAXVI
Catherine of Aragon,BLCottVitAXVI
pageant verses,BLCottVitAXVI
occasional verse,BLCottVitAXVI
Arthur,BLCottVitAXVI
Catherine of Aragon,BLCottVitAXVI
pageant verses,BLCottVitAXVI
occasional verse,BLCottVitAXVI
Arthur,BLCottVitAXVI
Catherine of Aragon,BLCottVitAXVI
pageant verses,BLCottVitAXVI
occasional verse,BLCottVitAXVI
Katherine of Alexandria,BLCottVitAXVI
pilgrims/pilgrimage,BodArcSelB14
pilgrims/pilgrimage,BodBar20
pilgrims/pilgrimage,Bod414
pilgrims/pilgrimage,Bod686
pilgrims/pilgrimage,BodHatDon1
pilgrims/pilgrimage,BodLauMis600
pilgrims/pilgrimage,BodLauMis739
pilgrims/pilgrimage,BodRawPoe141
pilgrims/pilgrimage,BodRawPoe149
pilgrims/pilgrimage,BodRawPoe223
pilgrims/pilgrimage,OxfChrCh152
pilgrims/pilgrimage,OxfCCC198
pilgrims/pilgrimage,OxfNew314
pilgrims/pilgrimage,OxfTri49
pilgrims/pilgrimage,CULDd424
pilgrims/pilgrimage,CULGg427
pilgrims/pilgrimage,CULIi326
pilgrims/pilgrimage,CULMm25
pilgrims/pilgrimage,CamFitzMc181
pilgrims/pilgrimage,CamTCC582
pilgrims/pilgrimage,CamTCC595
pilgrims/pilgrimage,BLAdd5140
pilgrims/pilgrimage,BLAdd35286
pilgrims/pilgrimage,BLEge2726
pilgrims/pilgrimage,BLEge2863
pilgrims/pilgrimage,BLEge2864
pilgrims/pilgrimage,BLHar1239
pilgrims/pilgrimage,BLHar1758
pilgrims/pilgrimage,BLHar7334
pilgrims/pilgrimage,BLHar7335
pilgrims/pilgrimage,BLLan851
pilgrims/pilgrimage,BLRoy17Dxv
pilgrims/pilgrimage,BLRoy18Cii
pilgrims/pilgrimage,BLSl1685
pilgrims/pilgrimage,BLSl1686
pilgrims/pilgrimage,NLWPen392
pilgrims/pilgrimage,Alnwick455
pilgrims/pilgrimage,GULHun197
pilgrims/pilgrimage,Holkham667
pilgrims/pilgrimage,Lichfield29
pilgrims/pilgrimage,Lincoln110
pilgrims/pilgrimage,LonPhys388
pilgrims/pilgrimage,RylandsEng113
pilgrims/pilgrimage,Petworth7
pilgrims/pilgrimage,Austin143
pilgrims/pilgrimage,ChicagoUL564
pilgrims/pilgrimage,PierpontM249
pilgrims/pilgrimage,PhilRos10841
pilgrims/pilgrimage,PUL100
pilgrims/pilgrimage,HunEL26C9
pilgrims/pilgrimage,BNangl39
pilgrims/pilgrimage,TokyoTak22
pilgrims/pilgrimage,TokyoTak24
pilgrims/pilgrimage,Bodmer48
women,BodArcSelB14
women,BodBar20
women,Bod414
women,Bod686
women,BodHatDon1
women,BodLauMis600
women,BodLauMis739
women,BodRawPoe141
women,BodRawPoe149
women,BodRawPoe223
women,OxfChrCh152
women,OxfCCC198
women,OxfNew314
women,OxfTri49
women,CULDd424
women,CULGg427
women,CULIi326
women,CULMm25
women,CamFitzMc181
women,CamTCC582
women,CamTCC595
women,BLAdd5140
women,BLAdd35286
women,BLEge2726
women,BLEge2863
women,BLEge2864
women,BLHar1239
women,BLHar1758
women,BLHar7334
women,BLHar7335
women,BLLan851
women,BLRoy17Dxv
women,BLRoy18Cii
women,BLSl1685
women,BLSl1686
women,NLWPen392
women,Alnwick455
women,GULHun197
women,Holkham667
women,Lichfield29
women,Lincoln110
women,LonPhys388
women,RylandsEng113
women,Petworth7
women,Austin143
women,ChicagoUL564
women,PierpontM249
women,PhilRos10841
women,PUL100
women,HunEL26C9
women,BNangl39
women,TokyoTak22
women,TokyoTak24
women,Bodmer48
Arthur,BodArcSelB14
Arthur,BodBar20
Arthur,Bod414
Arthur,Bod686
Arthur,BodHatDon1
Arthur,BodLauMis600
Arthur,BodLauMis739
Arthur,BodRawPoe141
Arthur,BodRawPoe149
Arthur,BodRawPoe223
Arthur,OxfChrCh152
Arthur,OxfCCC198
Arthur,OxfNew314
Arthur,OxfTri49
Arthur,CULDd424
Arthur,CULGg427
Arthur,CULIi326
Arthur,CULMm25
Arthur,CamFitzMc181
Arthur,CamTCC582
Arthur,CamTCC595
Arthur,BLAdd5140
Arthur,BLAdd35286
Arthur,BLEge2726
Arthur,BLEge2863
Arthur,BLEge2864
Arthur,BLHar1239
Arthur,BLHar1758
Arthur,BLHar7334
Arthur,BLHar7335
Arthur,BLLan851
Arthur,BLRoy17Dxv
Arthur,BLRoy18Cii
Arthur,BLSl1685
Arthur,BLSl1686
Arthur,NLWPen392
Arthur,Alnwick455
Arthur,GULHun197
Arthur,Holkham667
Arthur,Lichfield29
Arthur,Lincoln110
Arthur,LonPhys388
Arthur,RylandsEng113
Arthur,Petworth7
Arthur,Austin143
Arthur,ChicagoUL564
Arthur,PierpontM249
Arthur,PhilRos10841
Arthur,PUL100
Arthur,HunEL26C9
Arthur,BNangl39
Arthur,TokyoTak22
Arthur,TokyoTak24
Arthur,Bodmer48
supernatural,BodArcSelB14
supernatural,BodBar20
supernatural,Bod414
supernatural,Bod686
supernatural,BodHatDon1
supernatural,BodLauMis600
supernatural,BodLauMis739
supernatural,BodRawPoe141
supernatural,BodRawPoe149
supernatural,BodRawPoe223
supernatural,OxfChrCh152
supernatural,OxfCCC198
supernatural,OxfNew314
supernatural,OxfTri49
supernatural,CULDd424
supernatural,CULGg427
supernatural,CULIi326
supernatural,CULMm25
supernatural,CamFitzMc181
supernatural,CamTCC582
supernatural,CamTCC595
supernatural,BLAdd5140
supernatural,BLAdd35286
supernatural,BLEge2726
supernatural,BLEge2863
supernatural,BLEge2864
supernatural,BLHar1239
supernatural,BLHar1758
supernatural,BLHar7334
supernatural,BLHar7335
supernatural,BLLan851
supernatural,BLRoy17Dxv
supernatural,BLRoy18Cii
supernatural,BLSl1685
supernatural,BLSl1686
supernatural,NLWPen392
supernatural,Alnwick455
supernatural,GULHun197
supernatural,Holkham667
supernatural,Lichfield29
supernatural,Lincoln110
supernatural,LonPhys388
supernatural,RylandsEng113
supernatural,Petworth7
supernatural,Austin143
supernatural,ChicagoUL564
supernatural,PierpontM249
supernatural,PhilRos10841
supernatural,PUL100
supernatural,HunEL26C9
supernatural,BNangl39
supernatural,TokyoTak22
supernatural,TokyoTak24
supernatural,Bodmer48
quest,BodArcSelB14
quest,BodBar20
quest,Bod414
quest,Bod686
quest,BodHatDon1
quest,BodLauMis600
quest,BodLauMis739
quest,BodRawPoe141
quest,BodRawPoe149
quest,BodRawPoe223
quest,OxfChrCh152
quest,OxfCCC198
quest,OxfNew314
quest,OxfTri49
quest,CULDd424
quest,CULGg427
quest,CULIi326
quest,CULMm25
quest,CamFitzMc181
quest,CamTCC582
quest,CamTCC595
quest,BLAdd5140
quest,BLAdd35286
quest,BLEge2726
quest,BLEge2863
quest,BLEge2864
quest,BLHar1239
quest,BLHar1758
quest,BLHar7334
quest,BLHar7335
quest,BLLan851
quest,BLRoy17Dxv
quest,BLRoy18Cii
quest,BLSl1685
quest,BLSl1686
quest,NLWPen392
quest,Alnwick455
quest,GULHun197
quest,Holkham667
quest,Lichfield29
quest,Lincoln110
quest,LonPhys388
quest,RylandsEng113
quest,Petworth7
quest,Austin143
quest,ChicagoUL564
quest,PierpontM249
quest,PhilRos10841
quest,PUL100
quest,HunEL26C9
quest,BNangl39
quest,TokyoTak22
quest,TokyoTak24
quest,Bodmer48
Arthur,BLCottVitAXVI
Catherine of Aragon,BLCottVitAXVI
pageant verses,BLCottVitAXVI
occasional verse,BLCottVitAXVI
Arthur,BLAdd5465
political poems,BLAdd5465
Arthur,BodTan407
Charlemagne,BodTan407
David,BodTan407
pageant verses,BLCottVitAXVI
occasional verse,BLCottVitAXVI
Arthur,BLCottVitAXVI
Catherine of Aragon,BLCottVitAXVI
Ursula,BLCottVitAXVI
Arthur,BLCottVitAXVI
Catherine of Aragon,BLCottVitAXVI
pageant verses,BLCottVitAXVI
occasional verse,BLCottVitAXVI
Arthur,BLCottVitAXVI
Catherine of Aragon,BLCottVitAXVI
pageant verses,BLCottVitAXVI
occasional verse,BLCottVitAXVI
carols,BLAdd5465
political poems,BLAdd5465
Arthur,BLAdd5465
Arthur,CovLeet
occasional verse,CovLeet
Coventry,CovLeet
knights,BosPLMed94
Arthur,BosPLMed94
Arthurian literature,BosPLMed94
Gawain,BosPLMed94
Arthur,BLCottVitAXVI
Catherine of Aragon,BLCottVitAXVI
occasional verse,BLCottVitAXVI
pageant verses,BLCottVitAXVI
Arthur,BLCottVitAXVI
Catherine of Aragon,BLCottVitAXVI
occasional verse,BLCottVitAXVI
pageant verses,BLCottVitAXVI
pageant verses,BLCottVitAXVI
occasional verse,BLCottVitAXVI
Catherine of Aragon,BLCottVitAXVI
Arthur,BLCottVitAXVI
pageant verses,BLCottVitAXVI
occasional verse,BLCottVitAXVI
Arthur,BLCottVitAXVI
Catherine of Aragon,BLCottVitAXVI
Arthur,BLCottVitAXVI
Catherine of Aragon,BLCottVitAXVI
occasional verse,BLCottVitAXVI
pageant verses,BLCottVitAXVI
Arthurian literature,BodRawD913
romances,BLAdd27879
Arthurian literature,BLAdd27879
Arthurian literature,CamCCC80
Arthurian literature,PULTayM9
Arthurian literature,BodDou236
Arthurian literature,BLAdd27879
Arthurian literature,BLHar6223
Arthurian literature,LincInnH150
Merlin,BodDou236
Merlin,BLAdd27879
Merlin,BLHar6223
Merlin,LincInnH150
romances,NLS1921
Arthurian literature,NLS1921
romances,BodDou309
romances,BodDou324
romances,Lam491
romances,Lincoln91
romances,PULTayM9
Arthurian literature,BodDou309
Arthurian literature,BodDou324
Arthurian literature,Lam491
Arthurian literature,Lincoln91
Arthurian literature,PULTayM9
Merlin,BodDou124
Merlin,NLS1921
Arthurian literature,BodDou124
Arthurian literature,NLS1921
romances,BodDou124
romances,NLS1921
romances,BodAsh61
romances,BlCottCalAII
romances,BLAdd27879
romances,Lam306
romances,LincInnH150
romances,NapXIIIB29
Arthurian literature,BodAsh61
Arthurian literature,BlCottCalAII
Arthurian literature,BLAdd27879
Arthurian literature,Lam306
Arthurian literature,LincInnH150
Arthurian literature,NapXIIIB29
romances,BLAdd27879
ballads,BLAdd27879
Arthurian literature,BLAdd27879
romances,Lincoln91
Arthurian literature,Lincoln91
sixteen-line,Lincoln91
romances,BLAdd27879
Arthurian literature,BLAdd27879
romances,BodRawC86
Arthurian literature,BodRawC86
Arthurian literature,BLHar2252
romances,BLHar2252
Arthurian literature,CamCCC80
romances,CamCCC80
Arthurian literature,Lincoln91
romances,Lincoln91
romances,CULKk15
Arthurian literature,CULKk15
Arundel,HunHM111
patronage,HunHM111
virelais,HunHM111
Christ,CULKk424
Ascension,CULKk424
sermons,CULKk424
Ascension,CULIi38
Christ,CULIi38
Ascension,BodEngPoeta1
Ascension,BLAdd22283
Christ,BodEngPoeta1
Christ,BLAdd22283
Disciples,BodEngPoeta1
Disciples,BLAdd22283
liturgical texts,MelSLV096G94
Ascension,MelSLV096G94
Ascension,BLEge2810
Ascension,Lam223
Ascension,BodEngPoeta1
sermon texts,BodAsh42
sermon texts,BodEngPoeta1
sermon texts,CULAdd8335
sermon texts,CULDd11
sermon texts,CULGg531
sermon texts,BLCottTibEVII
sermon texts,BLHar4196
sermon texts,Lam260
sermon texts,MinULZ822
sermon texts,HunHM129
Ascension,BodAsh42
Ascension,BodEngPoeta1
Ascension,CULAdd8335
Ascension,CULDd11
Ascension,CULGg531
Ascension,BLCottTibEVII
Ascension,BLHar4196
Ascension,Lam260
Ascension,MinULZ822
Ascension,HunHM129
Christ,BodGoughet4
Assumption,BodGoughet4
Virgin Mary,BodGoughet4
Christ,CamCCC294
astrology/astronomy,CamCCC294
prognostications,BLSl636
astrology/astronomy,BLSl636
astrology/astronomy,Longleat174
didactic verse,Longleat174
astrology/astronomy,CamTCC1144
astrology/astronomy,BodRawD939
astrology/astronomy,CULEe115
prophecies,CamTCC1157
prophecies,BLCottCleoCIV
prophecies,BLHar559
prophecies,BLLan762
astrology/astronomy,CamTCC1157
astrology/astronomy,BLCottCleoCIV
astrology/astronomy,BLHar559
astrology/astronomy,BLLan762
political poems,CamTCC1157
political poems,BLCottCleoCIV
political poems,BLHar559
political poems,BLLan762
calendars,BodAsh1404
calendars,CamTCC1473
calendars,BLRoy17Di
calendars,Wellcome26
calendars,HunHM505
astrology/astronomy,BodAsh1404
astrology/astronomy,CamTCC1473
astrology/astronomy,BLRoy17Di
astrology/astronomy,Wellcome26
astrology/astronomy,HunHM505
mutability,BodRawC86
mutability,CULHh412
mutability,CamJes56
mutability,BLHar2251
mutability,BLHar2255
seasons,BodRawC86
seasons,CULHh412
seasons,CamJes56
seasons,BLHar2251
seasons,BLHar2255
astrology/astronomy,BodRawC86
astrology/astronomy,CULHh412
astrology/astronomy,CamJes56
astrology/astronomy,BLHar2251
astrology/astronomy,BLHar2255
astrology/astronomy,BodLatMisC66
fragments,BodLatMisC66
astrology/astronomy,BodRawD939
Augustine of Canterbury,CULHh412
Augustine of Canterbury,BLHar2255
Augustine of Canterbury,BLHar4826
Augustine of Canterbury,BLLan699
Augustine of Canterbury,Lincoln129
Augustine of Canterbury,Leiden
miracles,CULHh412
miracles,BLHar2255
miracles,BLHar4826
miracles,BLLan699
miracles,Lincoln129
miracles,Leiden
envoys,CULHh412
envoys,BLHar2255
envoys,BLHar4826
envoys,BLLan699
envoys,Lincoln129
envoys,Leiden
saints’ lives,BodAddC38
saints’ lives,BodAsh43
saints’ lives,Bod779
saints’ lives,BodEngPoeta1
saints’ lives,BodLauMis108
saints’ lives,BodLauMis463
saints’ lives,BodTan17
saints’ lives,OxfTri57
saints’ lives,CULEe215
saints’ lives,CamCCC145
saints’ lives,CamKC13
saints’ lives,CamMagPep2344
saints’ lives,CamTCC605
saints’ lives,BLCottJulDIX
saints’ lives,BLEge1993
saints’ lives,BLEge2810
saints’ lives,BLEge2891
saints’ lives,BLHar2277
saints’ lives,TokyoTak54
Augustine of Canterbury,BodAddC38
Augustine of Canterbury,BodAsh43
Augustine of Canterbury,Bod779
Augustine of Canterbury,BodEngPoeta1
Augustine of Canterbury,BodLauMis108
Augustine of Canterbury,BodLauMis463
Augustine of Canterbury,BodTan17
Augustine of Canterbury,OxfTri57
Augustine of Canterbury,CULEe215
Augustine of Canterbury,CamCCC145
Augustine of Canterbury,CamKC13
Augustine of Canterbury,CamMagPep2344
Augustine of Canterbury,CamTCC605
Augustine of Canterbury,BLCottJulDIX
Augustine of Canterbury,BLEge1993
Augustine of Canterbury,BLEge2810
Augustine of Canterbury,BLEge2891
Augustine of Canterbury,BLHar2277
Augustine of Canterbury,TokyoTak54
Augustine of Hippo,BodEngPoeta1
authorship,CamMagPep2553
patronage,CamMagPep2553
Virgin Mary,YaleBei317
Ave Maria,YaleBei317
prologues,BLCottCleoBVI
Lord’s Prayer,BLCottCleoBVI
prayers,BLCottCleoBVI
Ave Maria,BLCottCleoBVI
Virgin Mary,BodLauLat95
Virgin Mary,BodDig86
Virgin Mary,NLS1921
monks,BodLauLat95
monks,BodDig86
monks,NLS1921
Ave Maria,BodLauLat95
Ave Maria,BodDig86
Ave Maria,NLS1921
miracles,BodLauLat95
miracles,BodDig86
miracles,NLS1921
blessings,CULDd82
Baker,CULDd82
Moleyns,CULDd82
charms,OxfBal228
bakers,OxfBal228
ballads,BodLauMis683
ballads,BLHar2251
ballads,BLLan699
ballads,Leiden
satire,BodLauMis683
satire,BLHar2251
satire,BLLan699
satire,Leiden
envoys,BodLauMis683
envoys,BLHar2251
envoys,BLLan699
envoys,Leiden
ballads,BodFair16
love lyrics,BodFair16
lovers,BodFair16
ballads,CULKk15
precepts,CULKk15
hunting,BLAdd27879
ballads,BLAdd27879
ballads,BLAru26
envoys,BLAru26
Robin Hood,BLSl2593
ballads,BLSl2593
ballads,BodArcSelB24
ballads,Asloan
Virgin Mary,BodArcSelB24
Virgin Mary,Asloan
ballads,Asloan
Scotland,Asloan
Scots,Asloan
Stephen,BLSl2593
Herod,BLSl2593
ballads,BLSl2593
ballads,HunHM111
contemporary conditions,CamTCC921
evils of the time,CamTCC921
virtues,CamTCC921
women,CamTCC921
ballads,CamTCC921
historical poems,BodAsh48
ballads,BodAsh48
ballads,CULFf16
love,CULFf16
love lyrics,CULFf16
Balliol,BodFair24
Balliol,OxfAllS39
Balliol,CULGg11
Balliol,BLCottJulAV
Balliol,BLHar114
Balliol,BLRoy20Aii
Balliol,BLRoy20Axi
Balliol,CollArmsAr61
Balliol,InnerTem5117
Balliol,BNfr12154
political poems,BodFair24
political poems,OxfAllS39
political poems,CULGg11
political poems,BLCottJulAV
political poems,BLHar114
political poems,BLRoy20Aii
political poems,BLRoy20Axi
political poems,CollArmsAr61
political poems,InnerTem5117
political poems,BNfr12154
Balliol,OxfAllS39
Balliol,CULGg11
Balliol,BLCottJulAV
Balliol,BLHar114
Balliol,BLRoy20Axi
Balliol,InnerTem5117
Balliol,BNfr12154
chronicles,OxfAllS39
chronicles,CULGg11
chronicles,BLCottJulAV
chronicles,BLHar114
chronicles,BLRoy20Axi
chronicles,InnerTem5117
chronicles,BNfr12154
Scots,BodRawB171
Scots,BodRawB190
Scots,CULLl214
Scots,BLAdd12030
Scots,BLAdd24859
Scots,BLAdd26746
Scots,BlCottGalEVIII
Scots,BLCottTitDXV
Scots,BLEge650
Scots,BLHar24
Scots,BLHar53
Scots,BLHar63
Scots,BLHar266
Scots,BLHar1337
Scots,BLHar1568
Scots,BLHar2182
Scots,BLHar2248
Scots,BLHar2256
Scots,BLHar2279
Scots,BLHar4930
Scots,BLSto68
Scots,BLSto70
Scots,BLRoy17Dxxi
Scots,BLSto71
Scots,NLWPen396D
Scots,GULHun83
Scots,Cox
Scots,HarEng530
Scots,HarEng587
Scots,HarEng766
Scots,HarRich35
Scots,YaleBei494
Scots,PULTayM3
