Source,Target,Label,Weight
prayers,mutability,DIMEV 2025,1
prayers,patronage,DIMEV 3840,1
prayers,penitence,DIMEV 2459;DIMEV 3215;DIMEV 2458;DIMEV 2460,4
prayers,plague,DIMEV 3881,1
prayers,political poems,DIMEV 3740,1
prayers,prayers,DIMEV 3476;DIMEV 3429;DIMEV 6174;DIMEV 4028,4
prayers,prison/prisoners,DIMEV 1201,1
prayers,repentance,DIMEV 3699;DIMEV 18,2
prayers,rounds,DIMEV 4396,1
prayers,satire,DIMEV 6174,2
prayers,scribes,DIMEV 5664;DIMEV 2458;DIMEV 2460;DIMEV 6558;DIMEV 2459,5
prayers,scripture texts,DIMEV 18,1
prayers,sins,DIMEV 5493;DIMEV 2836,2
prayers,songs,DIMEV 980;DIMEV 1201;DIMEV 3444;DIMEV 4348;DIMEV 3290,5
prayers,translations,DIMEV 3959;DIMEV 5358;DIMEV 1496;DIMEV 1508,4
prayers,virtues,DIMEV 2880;DIMEV 1659,2
prayers,women,DIMEV 1496,1
preaching,Cupiditas,DIMEV 3251,1
preaching,three-line,DIMEV 6749,1
precepts,Marsham,DIMEV 5023,1
precepts,Norwich,DIMEV 5023,1
precepts,abuses of the age,DIMEV 1661;DIMEV 682,2
precepts,advice,DIMEV 3645;DIMEV 1172;DIMEV 243;DIMEV 3237;DIMEV 2057,5
precepts,almsgiving,DIMEV 2057,1
precepts,aphorisms,DIMEV 6576;DIMEV 5591;DIMEV 553,3
precepts,carols,DIMEV 202,1
precepts,children,DIMEV 6666,1
precepts,chronicles,DIMEV 4427,1
precepts,clergy,DIMEV 3762,1
precepts,counsel,DIMEV 5576,1
precepts,courtesy books,DIMEV 6666,1
precepts,death,DIMEV 5591;DIMEV 3593,2
precepts,envoys,DIMEV 1418,1
precepts,evil living,DIMEV 1916,1
precepts,flatterers,DIMEV 1661;DIMEV 682,2
precepts,friends,DIMEV 1916,1
precepts,glosses,DIMEV 4382;DIMEV 5867;DIMEV 840;DIMEV 838,4
precepts,humility,DIMEV 4810,1
precepts,inscriptions,DIMEV 770;DIMEV 5023,2
precepts,instruction,DIMEV 2594,1
precepts,journeys,DIMEV 840;DIMEV 200;DIMEV 838,3
precepts,lovers,DIMEV 3409,1
precepts,moderation,DIMEV 1377;DIMEV 951;DIMEV 2162,3
precepts,money,DIMEV 3237,1
precepts,poverty,DIMEV 3237,1
precepts,prognostications,DIMEV 840;DIMEV 838,2
precepts,prologues,DIMEV 3645,1
precepts,proverbs,DIMEV 5584,1
precepts,repentance,DIMEV 2057,1
precepts,sins,DIMEV 2404,1
precepts,speech,DIMEV 2711,1
precepts,tongue,DIMEV 6659,1
precepts,transitoriness,DIMEV 3237,1
precepts,translations,DIMEV 840;DIMEV 4382;DIMEV 731;DIMEV 838;DIMEV 5867,5
precepts,wealth,DIMEV 4382;DIMEV 5867,2
precepts,wisdom,DIMEV 5584,1
precepts,women,DIMEV 1418;DIMEV 4896,2
precepts,youth,DIMEV 3409,1
pride,aphorisms,DIMEV 6583,1
pride,sins,DIMEV 1663;DIMEV 5464,2
pride,translations,DIMEV 1663,1
priesthood,envoys,DIMEV 6824,1
priesthood,mass,DIMEV 6817;DIMEV 6824,2
princes,Charles VII,DIMEV 813,1
princes,Edward II,DIMEV 813,1
princes,John,DIMEV 813,1
princes,Louis,DIMEV 813,1
princes,Richard II,DIMEV 813,1
princes,Robert de Vere,DIMEV 813,1
princes,Thomas,DIMEV 813,1
princes,composite texts,DIMEV 6367,1
princes,political verse,DIMEV 813,1
printers,envoys,DIMEV 6083,1
prison/prisoners,Fortune,DIMEV 1432,1
prison/prisoners,complaints,DIMEV 1432,1
prison/prisoners,envoys,DIMEV 718,1
prison/prisoners,love lyrics,DIMEV 4902,1
prison/prisoners,lovers,DIMEV 4902,1
prison/prisoners,songs,DIMEV 1201,1
prognostications,astrology/astronomy,DIMEV 1976,1
prognostications,birds,DIMEV 6451,1
prognostications,calendars,DIMEV 492;DIMEV 5746,2
prognostications,didactic verse,DIMEV 3748;DIMEV 3122;DIMEV 2353;DIMEV 5125;DIMEV 2414,5
prognostications,dreams,DIMEV 5984;DIMEV 5463;DIMEV 4237;DIMEV 5250;DIMEV 4217;DIMEV 4234;DIMEV 645;DIMEV 1414,8
prognostications,evils of the time,DIMEV 2654,1
prognostications,glosses,DIMEV 4237;DIMEV 1430;DIMEV 6017;DIMEV 2391;DIMEV 5250;DIMEV 5520;DIMEV 6030;DIMEV 2367;DIMEV 4524;DIMEV 1414;DIMEV 5463;DIMEV 4223;DIMEV 4217;DIMEV 4234;DIMEV 4839;DIMEV 5723;DIMEV 838;DIMEV 199;DIMEV 5984;DIMEV 840;DIMEV 4222;DIMEV 5894;DIMEV 645,23
prognostications,journeys,DIMEV 199;DIMEV 6030;DIMEV 5520;DIMEV 5894;DIMEV 2367;DIMEV 1430;DIMEV 4524;DIMEV 5723,8
prognostications,medicine,DIMEV 6017;DIMEV 4222;DIMEV 4223;DIMEV 2391;DIMEV 4839,5
prognostications,prophecies,DIMEV 6088;DIMEV 6451,2
prognostications,translations,DIMEV 4237;DIMEV 1430;DIMEV 2600;DIMEV 2383;DIMEV 6017;DIMEV 2391;DIMEV 5250;DIMEV 5520;DIMEV 6030;DIMEV 2367;DIMEV 4524;DIMEV 1414;DIMEV 5463;DIMEV 4223;DIMEV 4217;DIMEV 4234;DIMEV 4839;DIMEV 5723;DIMEV 838;DIMEV 199;DIMEV 5984;DIMEV 840;DIMEV 4222;DIMEV 5894;DIMEV 645,25
prognostications,utilitarian instructions,DIMEV 3245;DIMEV 2383;DIMEV 2592,3
prognostications,weather,DIMEV 24;DIMEV 492;DIMEV 114;DIMEV 2383;DIMEV 6450,5
prologues,Ave Maria,DIMEV 851,1
prologues,Breton lays,DIMEV 5617,1
prologues,Edward the Confessor,DIMEV 6799,1
prologues,Epiphany,DIMEV 392,1
prologues,Fastolf,DIMEV 4390,1
prologues,Glanville,DIMEV 26,1
prologues,Humphrey,DIMEV 4390,1
prologues,Lord’s Prayer,DIMEV 851,1
prologues,New Year,DIMEV 392,1
prologues,Old Testament,DIMEV 376,1
prologues,Virgin Mary,DIMEV 4178,1
prologues,advice,DIMEV 6624,1
prologues,chronicles,DIMEV 6322,1
prologues,contest,DIMEV 6307;DIMEV 5238,2
prologues,dedications,DIMEV 4390,1
prologues,envoys,DIMEV 5445;DIMEV 2573;DIMEV 720,3
prologues,hunting,DIMEV 363,1
prologues,interuptions,DIMEV 2033,1
prologues,links,DIMEV 6427;DIMEV 5238,2
prologues,moralizing,DIMEV 3600,1
prologues,poverty,DIMEV 3929,1
prologues,prayers,DIMEV 851,1
prologues,rhetoric,DIMEV 5617,1
prologues,sermons,DIMEV 5356,1
prologues,sinners,DIMEV 317,1
prologues,tidings,DIMEV 3929,1
prologues,translations,DIMEV 2573,1
prophecies,Flemish insurrection,DIMEV 6428,1
prophecies,Henry IV,DIMEV 1793,1
prophecies,Merlin,DIMEV 1873;DIMEV 5368;DIMEV 4140,3
prophecies,Palm Sunday,DIMEV 329,1
prophecies,Philip VI,DIMEV 6428,1
prophecies,Reeves,DIMEV 6090,1
prophecies,Simeon,DIMEV 2570,1
prophecies,abuses of the age,DIMEV 6396,1
prophecies,astrology/astronomy,DIMEV 5213,1
prophecies,birds,DIMEV 6451,1
prophecies,carols,DIMEV 2570,1
prophecies,chronicles,DIMEV 5169;DIMEV 6428,2
prophecies,evils of the time,DIMEV 2654,1
prophecies,four-line,DIMEV 5545,1
prophecies,games,DIMEV 33,1
prophecies,historical poems,DIMEV 2607,1
prophecies,political poems,DIMEV 2542;DIMEV 5718;DIMEV 2626;DIMEV 3827;DIMEV 6434;DIMEV 5213;DIMEV 5200;DIMEV 4522;DIMEV 6314;DIMEV 1443,10
prophecies,prognostications,DIMEV 4437;DIMEV 2654,2
prophecies,romances,DIMEV 620,1
proverbs,Adam and Eve,DIMEV 6266,1
proverbs,Brews,DIMEV 2723,1
proverbs,Fortune,DIMEV 1433;DIMEV 3693;DIMEV 4467,3
proverbs,Paston,DIMEV 2723,1
proverbs,Solomon,DIMEV 5444,1
proverbs,abuses of the age,DIMEV 2729;DIMEV 6704,2
proverbs,adversity,DIMEV 1363,1
proverbs,advice,DIMEV 1111;DIMEV 2474;DIMEV 1150;DIMEV 5018;DIMEV 6637;DIMEV 5202;DIMEV 2495;DIMEV 5027;DIMEV 4441,9
proverbs,aphorisms,DIMEV 6644;DIMEV 4436;DIMEV 6095;DIMEV 6692;DIMEV 1253;DIMEV 6722;DIMEV 6600,7
proverbs,debates,DIMEV 57;DIMEV 1884,2
proverbs,dialogues,DIMEV 5494,1
proverbs,dogs,DIMEV 6523,1
proverbs,eternal life,DIMEV 1872,1
proverbs,evils of the time,DIMEV 6704,1
proverbs,four-line,DIMEV 6567,1
proverbs,friends,DIMEV 1509,1
proverbs,hope,DIMEV 1204;DIMEV 2072,2
proverbs,horses,DIMEV 6521;DIMEV 6522,2
proverbs,illustrations,DIMEV 2252;DIMEV 6467,2
proverbs,inscriptions,DIMEV 559,1
proverbs,introductions,DIMEV 2593,1
proverbs,law,DIMEV 742,1
proverbs,love,DIMEV 4250;DIMEV 1253,2
proverbs,lust,DIMEV 6517,1
proverbs,marriage,DIMEV 3009;DIMEV 1345,2
proverbs,men,DIMEV 6705,1
proverbs,money,DIMEV 4811;DIMEV 656;DIMEV 1893,3
proverbs,music,DIMEV 6449,1
proverbs,mutability,DIMEV 2729,1
proverbs,paraphrases,DIMEV 1148,1
proverbs,precepts,DIMEV 4954;DIMEV 4441,2
proverbs,ribaudry,DIMEV 4434,1
proverbs,seasons,DIMEV 6521,1
proverbs,sermons,DIMEV 5564;DIMEV 3758;DIMEV 6419;DIMEV 1302;DIMEV 4475;DIMEV 1425;DIMEV 6705,7
proverbs,sin,DIMEV 4291,1
proverbs,tongue,DIMEV 1090;DIMEV 1317;DIMEV 6052;DIMEV 6608,4
proverbs,translations,DIMEV 6699;DIMEV 6520;DIMEV 1345;DIMEV 1273;DIMEV 1147;DIMEV 899;DIMEV 6608;DIMEV 5502;DIMEV 2036;DIMEV 2738;DIMEV 2740;DIMEV 1912;DIMEV 6419;DIMEV 6521;DIMEV 6620;DIMEV 1431;DIMEV 4377;DIMEV 2072;DIMEV 1509;DIMEV 1890;DIMEV 2440;DIMEV 5529;DIMEV 6637;DIMEV 6704;DIMEV 1832;DIMEV 1140;DIMEV 6605;DIMEV 892;DIMEV 2743;DIMEV 5564;DIMEV 5317;DIMEV 900;DIMEV 6517;DIMEV 1055;DIMEV 4244;DIMEV 6522;DIMEV 776;DIMEV 1863,38
proverbs,vanity,DIMEV 5494,1
proverbs,warnings,DIMEV 6522,1
proverbs,wealth,DIMEV 6600,1
proverbs,weather,DIMEV 2400,1
proverbs,wisdom,DIMEV 5584,1
proverbs,wives,DIMEV 1345,1
proverbs,women,DIMEV 4250;DIMEV 57;DIMEV 3693;DIMEV 5561,4
proverbs,youth,DIMEV 1884,1
psalms,paraphrases,DIMEV 1618;DIMEV 6107;DIMEV 3207;DIMEV 3481;DIMEV 5978,5
psalms,scripture texts,DIMEV 1618;DIMEV 3207;DIMEV 5978;DIMEV 3481;DIMEV 6107;DIMEV 3201,6
punctuation poems,clergy,DIMEV 6077,1
punctuation poems,law,DIMEV 3804,1
punctuation poems,women,DIMEV 4967;DIMEV 406,2
purgatory,carols,DIMEV 6675,1
purgatory,devotional verse,DIMEV 5482,1
purgatory,instruction,DIMEV 3385,1
recipes,medicine,DIMEV 6710;DIMEV 2345,2
recipes,parodies,DIMEV 1334,1
recipes,pestilence,DIMEV 340,1
recipes,utilitarian instructions,DIMEV 4240,1
recipes,women,DIMEV 2345,1
redemption,Christ,DIMEV 4947,1
refrains,love lyrics,DIMEV 445,1
religion,faith,DIMEV 5486,1
religious,devil,DIMEV 5001,1
religious,sermons,DIMEV 5001,1
religious,translations,DIMEV 5001,1
religious life,translations,DIMEV 5284,1
religious observance,Anselm,DIMEV 4542,1
religious observance,Ten Commandments,DIMEV 1319,1
religious observance,confession,DIMEV 1319,1
religious observance,envoys,DIMEV 6820,1
religious observance,faith,DIMEV 1319,1
religious observance,mass,DIMEV 6871;DIMEV 6820,2
religious observance,mercy,DIMEV 1319,1
religious observance,translations,DIMEV 5550,1
religious observance,virtues,DIMEV 1319,1
repentance,advice,DIMEV 2057;DIMEV 3999,2
repentance,almsgiving,DIMEV 2057,1
repentance,carols,DIMEV 2408,1
repentance,confession,DIMEV 3812,1
repentance,devotional verse,DIMEV 3055,1
repentance,friars,DIMEV 3699,1
repentance,sermons,DIMEV 1877,1
repentance,transitoriness,DIMEV 4462,1
repentance,translations,DIMEV 6527,1
rhetoric,Breton lays,DIMEV 5617,1
ribaldry,erotic verse,DIMEV 2574;DIMEV 2167;DIMEV 2168,3
riddles,Christ,DIMEV 1180,1
riddles,acrostics,DIMEV 5108,1
riddles,ages of man’s life,DIMEV 5748,1
riddles,aphorisms,DIMEV 174,1
riddles,erotic verse,DIMEV 2173;DIMEV 2168,2
riddles,games,DIMEV 6139,1
riddles,irregular,DIMEV 5111,1
riddles,love lyrics,DIMEV 2174,1
riddles,lovers,DIMEV 5108,1
riddles,paradoxes,DIMEV 5597,1
riddles,possessions,DIMEV 6526,1
riddles,ribaldry,DIMEV 2173;DIMEV 748;DIMEV 6093;DIMEV 2168,4
riddles,sermons,DIMEV 6560,1
riddles,thieves,DIMEV 5597,1
riddles,time,DIMEV 2097,1
riddles,translations,DIMEV 2327;DIMEV 5629,2
riddles,two-line,DIMEV 6251,1
riddles,women,DIMEV 5111;DIMEV 4966,2
romances,Alexander the Great,DIMEV 1131,1
romances,Arthurian literature,DIMEV 5469;DIMEV 2305;DIMEV 1043;DIMEV 2629;DIMEV 2824;DIMEV 3096;DIMEV 2992;DIMEV 3130;DIMEV 3074;DIMEV 2628,10
romances,Charlemagne,DIMEV 408,1
romances,Florence of Rome,DIMEV 575,1
romances,Gawain,DIMEV 4920;DIMEV 530,2
romances,Guy of Warwick,DIMEV 1557;DIMEV 905;DIMEV 1464,3
romances,Robin Hood,DIMEV 3129,1
romances,Troilus and Cressida,DIMEV 5249,1
romances,Troy,DIMEV 3995;DIMEV 5248;DIMEV 3443,3
romances,allegories,DIMEV 5687,1
romances,alliteration,DIMEV 413,1
romances,ballads,DIMEV 2992,1
romances,beheading game,DIMEV 4920,1
romances,envoys,DIMEV 3995,2
romances,eroticism,DIMEV 3550,1
romances,fragments,DIMEV 6842,1
romances,lais,DIMEV 3116;DIMEV 6172;DIMEV 930;DIMEV 1595;DIMEV 2920;DIMEV 1144;DIMEV 2813,7
romances,love,DIMEV 2498,1
romances,lovers,DIMEV 2498,1
romances,lyrics,DIMEV 3550,1
romances,satire,DIMEV 3097,1
romances,sixteen-line,DIMEV 3074,1
romances,supernatural,DIMEV 3550,1
romances,translations,DIMEV 972;DIMEV 5149;DIMEV 3443;DIMEV 1554;DIMEV 1348,5
romances,twins,DIMEV 1350,1
romances,two-line,DIMEV 3995,1
roundels,Henry VI,DIMEV 4458;DIMEV 5015,2
roundels,May,DIMEV 5760;DIMEV 5733;DIMEV 5730,3
roundels,acrostics,DIMEV 289,1
roundels,birds,DIMEV 3815,1
roundels,chronicles,DIMEV 5015,1
roundels,complaints,DIMEV 3896,1
roundels,confession,DIMEV 3602,1
roundels,farewells,DIMEV 1263,1
roundels,flowers,DIMEV 3328,1
roundels,kisses,DIMEV 2239;DIMEV 2372,2
roundels,love,DIMEV 1426;DIMEV 6832;DIMEV 3687;DIMEV 2724;DIMEV 1364,5
roundels,love lyrics,DIMEV 3508;DIMEV 3711;DIMEV 3635;DIMEV 5105;DIMEV 3661;DIMEV 6597;DIMEV 5846;DIMEV 3687;DIMEV 3885;DIMEV 1530;DIMEV 4904;DIMEV 2694;DIMEV 4501;DIMEV 1328;DIMEV 3704;DIMEV 6207;DIMEV 3633;DIMEV 4887;DIMEV 2649;DIMEV 1528;DIMEV 1677;DIMEV 3917;DIMEV 848;DIMEV 1392;DIMEV 3660;DIMEV 6254;DIMEV 3503;DIMEV 6378;DIMEV 769;DIMEV 4450;DIMEV 5396;DIMEV 3754,32
roundels,lovers,DIMEV 3635;DIMEV 3661;DIMEV 3313;DIMEV 5733;DIMEV 933;DIMEV 3612;DIMEV 2250;DIMEV 578;DIMEV 3885;DIMEV 3884;DIMEV 6504;DIMEV 6879;DIMEV 6735;DIMEV 1060;DIMEV 3548;DIMEV 5468;DIMEV 4931;DIMEV 3704;DIMEV 2384;DIMEV 6671;DIMEV 135;DIMEV 3633;DIMEV 3163;DIMEV 3887;DIMEV 3536;DIMEV 579;DIMEV 5870;DIMEV 3660;DIMEV 1409;DIMEV 3307;DIMEV 2372;DIMEV 6814;DIMEV 6000;DIMEV 569,34
roundels,lover’s lament,DIMEV 6405;DIMEV 4121;DIMEV 581;DIMEV 4894;DIMEV 536;DIMEV 3538,6
roundels,occasional verse,DIMEV 5015,1
roundels,pageant verses,DIMEV 5015,1
roundels,prayers,DIMEV 1576,1
roundels,songs,DIMEV 3328;DIMEV 3815,2
roundels,wealth,DIMEV 1677,1
roundels,women,DIMEV 3328,1
rounds,France,DIMEV 4396,1
rounds,love lyrics,DIMEV 2020,1
rubrics,Christ,DIMEV 4791,1
rubrics,advice,DIMEV 6665,1
rubrics,crucifixion,DIMEV 4791,1
rubrics,devotional verse,DIMEV 4791,1
rubrics,illustrations,DIMEV 4791,1
rubrics,indulgences,DIMEV 5438,1
sacraments,instruction,DIMEV 4999;DIMEV 3099,2
sacraments,prayers,DIMEV 2788,1
sacraments,treatises,DIMEV 3099,1
saints’ lives,Aelthelwold,DIMEV 226,1
saints’ lives,Agnes,DIMEV 4532,1
saints’ lives,Alban,DIMEV 5966,1
saints’ lives,Amphibal,DIMEV 5966,1
saints’ lives,Anastasia,DIMEV 4537,1
saints’ lives,Andrew,DIMEV 4540,1
saints’ lives,Anicet,DIMEV 4541,1
saints’ lives,Anne,DIMEV 3838,1
saints’ lives,Annunciation,DIMEV 4704,1
saints’ lives,Augustine of Canterbury,DIMEV 4543,1
saints’ lives,Barlaam and Josaphat,DIMEV 2965,1
saints’ lives,Barnabas,DIMEV 4545,1
saints’ lives,Bartholomew,DIMEV 4547;DIMEV 3785,2
saints’ lives,Benedict of Nursia,DIMEV 4549;DIMEV 4560,2
saints’ lives,Birinus,DIMEV 4561,1
saints’ lives,Blasius,DIMEV 4565,1
saints’ lives,Botolph,DIMEV 4566,1
saints’ lives,Brendan,DIMEV 4567,1
saints’ lives,Brice,DIMEV 4569,1
saints’ lives,Bridget,DIMEV 4571;DIMEV 4570,2
saints’ lives,Cecilia,DIMEV 962;DIMEV 4572,2
saints’ lives,Chad,DIMEV 4573,1
saints’ lives,Christina,DIMEV 4574,1
saints’ lives,Christopher,DIMEV 4576,1
saints’ lives,Clement,DIMEV 4577,1
saints’ lives,Cuthbert,DIMEV 4579,1
saints’ lives,Damas,DIMEV 4580,1
saints’ lives,Denis,DIMEV 4582,1
saints’ lives,Dominic,DIMEV 4583,1
saints’ lives,Dorothy,DIMEV 3914,1
saints’ lives,Dunstan,DIMEV 4584,1
saints’ lives,Eadburh,DIMEV 4585,1
saints’ lives,Ecgwine,DIMEV 4586,1
saints’ lives,Edmund,DIMEV 4588,1
saints’ lives,Edward the Confessor,DIMEV 4589,1
saints’ lives,Edward the Elder,DIMEV 4590,1
saints’ lives,Emerentiana (wet nurse to Saint Agnes),DIMEV 4533,1
saints’ lives,Erkenwald,DIMEV 706,1
saints’ lives,Eustace,DIMEV 4592,1
saints’ lives,Fabian and Sebastian,DIMEV 4593;DIMEV 4594,2
saints’ lives,Firmin,DIMEV 4596,1
saints’ lives,Francis of Assisi,DIMEV 4597,1
saints’ lives,Frideswitha,DIMEV 4598,1
saints’ lives,Fronton,DIMEV 4599,1
saints’ lives,George,DIMEV 4603;DIMEV 4602,2
saints’ lives,Germanus,DIMEV 4604,1
saints’ lives,Giles,DIMEV 4605,1
saints’ lives,Gregory,DIMEV 4609,1
saints’ lives,Guthlac,DIMEV 4611,1
saints’ lives,Helena,DIMEV 4613,1
saints’ lives,Hilary,DIMEV 4614,1
saints’ lives,Hippolytus,DIMEV 4615,1
saints’ lives,Hyginus,DIMEV 4616,1
saints’ lives,Ignatius,DIMEV 4617,1
saints’ lives,Jacques (James Intercisus) the martyr,DIMEV 4618,1
saints’ lives,James the Great,DIMEV 4620;DIMEV 4619,2
saints’ lives,Jerome,DIMEV 4623,1
saints’ lives,John the Baptist,DIMEV 4647,1
saints’ lives,John the Evangelist,DIMEV 4634,1
saints’ lives,Julian Hosteler,DIMEV 4652,1
saints’ lives,Julian the confessor,DIMEV 4651,1
saints’ lives,Juliana,DIMEV 4654;DIMEV 4655;DIMEV 4653,3
saints’ lives,Katherine of Alexandria,DIMEV 69;DIMEV 4656,2
saints’ lives,Kenelm,DIMEV 4657;DIMEV 4658,2
saints’ lives,Lawrence,DIMEV 4659,1
saints’ lives,Leger,DIMEV 4660,1
saints’ lives,Leonard,DIMEV 4661,1
saints’ lives,Longinus,DIMEV 4662,1
saints’ lives,Lucy,DIMEV 4663,1
saints’ lives,Luke,DIMEV 4675,1
saints’ lives,Margaret,DIMEV 720;DIMEV 4688,2
saints’ lives,Mark,DIMEV 4697,1
saints’ lives,Martin,DIMEV 4699,1
saints’ lives,Mary Magdalene,DIMEV 4707,1
saints’ lives,Mary of Egypt,DIMEV 4702,1
saints’ lives,Mathias,DIMEV 4728,1
saints’ lives,Matthew,DIMEV 4719;DIMEV 3752,2
saints’ lives,Mildred,DIMEV 4733,1
saints’ lives,Nicholas,DIMEV 4737,1
saints’ lives,Oswald,DIMEV 4740;DIMEV 4741,2
saints’ lives,Patrick,DIMEV 4742,1
saints’ lives,Paul,DIMEV 4745,1
saints’ lives,Peter,DIMEV 4749,1
saints’ lives,Petronilla,DIMEV 4750,1
saints’ lives,Philip and James,DIMEV 4752,1
saints’ lives,Quintin,DIMEV 4753,1
saints’ lives,Quiriac,DIMEV 4754,1
saints’ lives,Scholastica,DIMEV 4756,1
saints’ lives,Simon and Judas,DIMEV 4758,1
saints’ lives,Stephen,DIMEV 4762,1
saints’ lives,Swithin,DIMEV 4763,1
saints’ lives,Sylvester,DIMEV 4764,1
saints’ lives,Teilo,DIMEV 4765,1
saints’ lives,Thomas of Canterbury,DIMEV 3708,1
saints’ lives,Thomas the apostle,DIMEV 4767,1
saints’ lives,Valentine,DIMEV 4771,1
saints’ lives,Vincent,DIMEV 4772,1
saints’ lives,Virgin Mary,DIMEV 4704,1
saints’ lives,Wulfstan,DIMEV 4773,1
saints’ lives,envoys,DIMEV 2973;DIMEV 4129;DIMEV 720;DIMEV 419,4
saints’ lives,faith,DIMEV 4595,1
saints’ lives,inscriptions,DIMEV 419,1
saints’ lives,miracles,DIMEV 3708,1
saints’ lives,prologues,DIMEV 720,1
saints’ lives,visions,DIMEV 524,1
salvation,advice to princes,DIMEV 6289,1
salvation,consience,DIMEV 6289,1
sapientia,antiphons,DIMEV 5864;DIMEV 4044,2
sapientia,translations,DIMEV 5864;DIMEV 4044,2
satire,Belers,DIMEV 3499,1
satire,Church,DIMEV 4142,1
satire,Courtly Love,DIMEV 5990,1
satire,Kildare (Ire.),DIMEV 1750,1
satire,Norray,DIMEV 3781,1
satire,Satan,DIMEV 4408,1
satire,Scots,DIMEV 251,1
satire,abuses of the age,DIMEV 4202;DIMEV 6633;DIMEV 4142,3
satire,clothing,DIMEV 4853,1
satire,contemporary conditions,DIMEV 3248,1
satire,courts,DIMEV 3683,1
satire,dialogues,DIMEV 4032;DIMEV 6117,2
satire,envoys,DIMEV 5792;DIMEV 45,2
satire,estates literature,DIMEV 5062;DIMEV 4853,2
satire,evil living,DIMEV 3041,1
satire,friars,DIMEV 3304,1
satire,gallants,DIMEV 4520,1
satire,historical verse,DIMEV 3499,1
satire,husbands,DIMEV 3304,1
satire,jousts,DIMEV 3692,1
satire,law,DIMEV 3683,1
satire,love lyrics,DIMEV 3594;DIMEV 6190,2
satire,manners,DIMEV 4853,1
satire,marriage,DIMEV 4032;DIMEV 3304;DIMEV 4180,3
satire,money,DIMEV 4361;DIMEV 4496,2
satire,national policy,DIMEV 4918,1
satire,occasional verse,DIMEV 3604;DIMEV 6015,2
satire,occupations,DIMEV 5062,1
satire,parodies,DIMEV 2610,1
satire,political poems,DIMEV 3632,1
satire,political verse,DIMEV 251,1
satire,proverbs,DIMEV 5318,1
satire,religious controversy,DIMEV 6015,1
satire,ribaldry,DIMEV 3098,1
satire,simony,DIMEV 6677,1
satire,skeltonics,DIMEV 4376,1
satire,tongue,DIMEV 190,1
satire,tournaments,DIMEV 3692,1
satire,women,DIMEV 5614;DIMEV 5318;DIMEV 190;DIMEV 6117,4
school lessons,liberal arts,DIMEV 5050,1
school lessons,nonsense verse,DIMEV 4960,1
school lessons,schoolboy exercises,DIMEV 4960;DIMEV 2259,2
school lessons,translations,DIMEV 4960;DIMEV 784;DIMEV 2259,3
schoolbooks,translations,DIMEV 2425,1
schoolboy exercises,nonsense verse,DIMEV 4960,1
schoolboy exercises,translations,DIMEV 4960;DIMEV 2259,2
schools/scholars,ages of man’s life,DIMEV 2223,1
schools/scholars,school lessons,DIMEV 784,1
schools/scholars,schoolboys,DIMEV 2148,1
schools/scholars,translations,DIMEV 638;DIMEV 784,2
scribes,Bury,DIMEV 2961,1
scribes,bookplates,DIMEV 2784;DIMEV 4873,2
scribes,colophons,DIMEV 2351;DIMEV 5806;DIMEV 5805,3
scribes,penitence,DIMEV 2459;DIMEV 2458;DIMEV 2460,3
scripture,Christ,DIMEV 3927;DIMEV 6165,2
scripture,God,DIMEV 2527,1
scripture,advice,DIMEV 6848,1
scripture,dialogues,DIMEV 6233,1
scripture,fornication,DIMEV 6848,1
scripture,love,DIMEV 3181,1
scripture,patience,DIMEV 4349,1
scripture,peace,DIMEV 4352,1
scripture,sermons,DIMEV 6082,1
scripture,sin,DIMEV 2428,1
scripture,translations,DIMEV 1878;DIMEV 2428;DIMEV 6165;DIMEV 3181;DIMEV 4352;DIMEV 3372;DIMEV 6848;DIMEV 1903,8
scripture,virtues,DIMEV 4349,1
scripture texts,Annunciation,DIMEV 2589,1
scripture texts,Christ,DIMEV 4113;DIMEV 4970;DIMEV 6843,3
scripture texts,devotional verse,DIMEV 2684,1
scripture texts,envoys,DIMEV 1816,1
scripture texts,fragments,DIMEV 18,1
scripture texts,paraphrases,DIMEV 3207;DIMEV 6107;DIMEV 5978;DIMEV 3481;DIMEV 4078,5
scripture texts,psalms,DIMEV 3108,1
scripture texts,repentance,DIMEV 18,1
scripture texts,sermons,DIMEV 6843,1
scripture texts,tales,DIMEV 942;DIMEV 1036,2
scripture texts,translations,DIMEV 5350;DIMEV 3354;DIMEV 5349;DIMEV 5579;DIMEV 874;DIMEV 1917,6
seasons,astrology/astronomy,DIMEV 5533,1
seasons,calendars,DIMEV 4384,1
seasons,didactic verse,DIMEV 4366,1
seasons,horses,DIMEV 6521,1
seasons,mutability,DIMEV 6700,1
seasons,penance,DIMEV 3049,1
seasons,songs,DIMEV 5053,1
seasons,summer,DIMEV 5053,1
seasons,translations,DIMEV 5053,1
seasons,weather,DIMEV 4262,1
secular saints,miracles,DIMEV 2587,1
secular saints,tidings,DIMEV 2587,1
security,joyful life,DIMEV 1460,1
sermon texts,Annunciation,DIMEV 4665;DIMEV 3391,2
sermon texts,Ascension,DIMEV 6284,1
sermon texts,Bartholomew,DIMEV 6129,1
sermon texts,Circumcision,DIMEV 4678;DIMEV 6294,2
sermon texts,Cross,DIMEV 2851,1
sermon texts,Epiphany,DIMEV 6422;DIMEV 6387;DIMEV 6316,3
sermon texts,Holy Innocents,DIMEV 5549,1
sermon texts,James the Great,DIMEV 6126,1
