Source,Target,Label,Weight
advice,occupations,DIMEV 5528,1
advice,old age,DIMEV 6798,1
advice,paraphrases,DIMEV 2338,1
advice,peace,DIMEV 754,1
advice,political poems,DIMEV 4912,1
advice,political verse,DIMEV 5508;DIMEV 5509;DIMEV 5510,3
advice,poverty,DIMEV 3237,1
advice,precepts,DIMEV 6576;DIMEV 816;DIMEV 951;DIMEV 4181;DIMEV 1661;DIMEV 3593;DIMEV 1916;DIMEV 1653;DIMEV 4441,9
advice,prologues,DIMEV 5508;DIMEV 5509;DIMEV 3645;DIMEV 5510,4
advice,proverbs,DIMEV 900;DIMEV 973;DIMEV 1112,3
advice,religious observance,DIMEV 5550,1
advice,repentance,DIMEV 3076;DIMEV 2386;DIMEV 6612,3
advice,self knowledge,DIMEV 3577,1
advice,sermons,DIMEV 3267;DIMEV 2396;DIMEV 973;DIMEV 5188;DIMEV 1773;DIMEV 1132;DIMEV 6106,7
advice,sin,DIMEV 91,1
advice,sinners,DIMEV 2551,1
advice,sins,DIMEV 825,1
advice,sloth,DIMEV 5466,1
advice,songs,DIMEV 1096;DIMEV 4167,2
advice,speech,DIMEV 459;DIMEV 416,2
advice,swearers,DIMEV 6612,1
advice,time,DIMEV 1366,1
advice,tongue,DIMEV 2082;DIMEV 2416,2
advice,transitoriness,DIMEV 3396;DIMEV 599;DIMEV 3237,3
advice,translations,DIMEV 900;DIMEV 2420;DIMEV 5550;DIMEV 6637;DIMEV 4812;DIMEV 6612;DIMEV 2416;DIMEV 5003;DIMEV 2028;DIMEV 2653;DIMEV 6848;DIMEV 2160;DIMEV 2413,13
advice,twelve-line,DIMEV 6602,1
advice,vanity,DIMEV 3783,1
advice,verse curse,DIMEV 218,1
advice,virtues,DIMEV 2455;DIMEV 3396;DIMEV 764;DIMEV 2551,4
advice,visions,DIMEV 2264,1
advice,warnings,DIMEV 5528,1
advice,wealth,DIMEV 6544;DIMEV 6645;DIMEV 6183,3
advice,wine,DIMEV 6798,1
advice,women,DIMEV 5361,1
advice,youth,DIMEV 5503,1
advice to princes,Henry VI,DIMEV 6841,1
advice to princes,James I,DIMEV 60,1
advice to princes,abuses of the age,DIMEV 1661,1
advice to princes,chronicles,DIMEV 4483,1
advice to princes,counsel,DIMEV 359,1
advice to princes,dialogues,DIMEV 5803,1
advice to princes,envoys,DIMEV 5803;DIMEV 5289;DIMEV 3581,3
advice to princes,flatterers,DIMEV 1661,1
advice to princes,governance,DIMEV 196,1
advice to princes,greed,DIMEV 60,1
advice to princes,kings of England,DIMEV 6268,1
advice to princes,political poems,DIMEV 6841;DIMEV 359;DIMEV 4483;DIMEV 6268,4
advice to princes,precepts,DIMEV 1661,1
advice to princes,satire,DIMEV 359,1
advice to princes,virtues,DIMEV 359,1
ages of man’s life,Worthies,DIMEV 2611,1
ages of man’s life,allegories,DIMEV 6298,1
ages of man’s life,debates,DIMEV 6298,1
ages of man’s life,national policy,DIMEV 2611,1
ages of man’s life,sermons,DIMEV 6887,1
agriculture,Church,DIMEV 618,1
agriculture,Piers Plowman,DIMEV 4025,1
agriculture,glosses,DIMEV 4025,1
agriculture,illustrations,DIMEV 1585,1
agriculture,political verse,DIMEV 618,1
agriculture,prayers,DIMEV 1585;DIMEV 1586,2
agriculture,proverbs,DIMEV 5172,1
agriculture,tithes,DIMEV 618,1
alchemical poems,illustrations,DIMEV 2278;DIMEV 5211,2
alchemy,Edward IV,DIMEV 680;DIMEV 975,2
alchemy,allegory,DIMEV 2009,1
alchemy,corruption,DIMEV 6753,1
alchemy,debates,DIMEV 675,1
alchemy,dialogues,DIMEV 675,1
alchemy,epilogues,DIMEV 2013,1
alchemy,illustrations,DIMEV 2439;DIMEV 5107;DIMEV 4210,3
alchemy,introductions,DIMEV 1985;DIMEV 3857,2
alchemy,philosopher’s stone,DIMEV 5696;DIMEV 3728;DIMEV 4210;DIMEV 3759,4
alchemy,utilitarian verse,DIMEV 2439,1
ale,carols,DIMEV 893;DIMEV 309,2
ale,drinking,DIMEV 893;DIMEV 309,2
ale,occupations,DIMEV 4466,1
ale,sermons,DIMEV 1212,1
ale,women,DIMEV 4466,1
allegorical poems,astrology/astronomy,DIMEV 1518,1
allegorical poems,dream visions,DIMEV 6083,1
allegorical poems,envoys,DIMEV 1518;DIMEV 6083,2
allegorical poems,printers,DIMEV 6083,1
allegorical poems,tales,DIMEV 1203,1
allegories,Diana,DIMEV 5964,1
allegories,Fortune,DIMEV 3149,1
allegories,James IV,DIMEV 6374,1
allegories,Lollardy,DIMEV 5436,1
allegories,Richard II,DIMEV 5569,1
allegories,Tudor,DIMEV 6374,1
allegories,Venus,DIMEV 5964,1
allegories,allegorical poems,DIMEV 6388,1
allegories,alliteration,DIMEV 983,1
allegories,birds,DIMEV 5436;DIMEV 924,2
allegories,chess,DIMEV 5964,1
allegories,clergy,DIMEV 5436,1
allegories,debates,DIMEV 983;DIMEV 6298,2
allegories,devotional verse,DIMEV 4356,1
allegories,dream poems,DIMEV 6320;DIMEV 6388,2
allegories,dream visions,DIMEV 924,1
allegories,envoys,DIMEV 6391,1
allegories,evils of the time,DIMEV 4964,1
allegories,instruction,DIMEV 5878;DIMEV 5131;DIMEV 3089,3
allegories,love,DIMEV 5964;DIMEV 6426,2
allegories,mutability,DIMEV 5909,1
allegories,national policy,DIMEV 983,1
allegories,penitence,DIMEV 2450,1
allegories,prophecies,DIMEV 5899,1
allegories,transitoriness,DIMEV 924,1
allegories,treatises,DIMEV 6850,1
allegories,virtues,DIMEV 6807;DIMEV 3149,2
allegories,women,DIMEV 6807;DIMEV 6426,2
allegory,debates,DIMEV 4918,1
allegory,dream visions,DIMEV 4918,1
allegory,national policy,DIMEV 4918,1
allegory,satire,DIMEV 4918,1
almsgiving,Edward IV,DIMEV 1660,1
almsgiving,Edward V,DIMEV 1660,1
almsgiving,Edward VI,DIMEV 1660,1
almsgiving,advice,DIMEV 6546,1
almsgiving,aphorisms,DIMEV 6600,1
almsgiving,apostrophes,DIMEV 772,1
almsgiving,fragments,DIMEV 4963,1
almsgiving,inscriptions,DIMEV 772;DIMEV 4963,2
almsgiving,patronage,DIMEV 1660;DIMEV 6805,2
almsgiving,proverbs,DIMEV 6600,1
almsgiving,translations,DIMEV 5296,1
almsgiving,warnings,DIMEV 6762,1
almsgiving,wealth,DIMEV 6546;DIMEV 6600,2
alphabetic poems,Christ,DIMEV 2566;DIMEV 987;DIMEV 2494,3
alphabetic poems,Passion,DIMEV 2566;DIMEV 987;DIMEV 2494,3
alphabetic poems,Virgin Mary,DIMEV 991,1
alphabetic poems,Virgin Mary and Christ,DIMEV 3544,1
alphabetic poems,advice,DIMEV 544;DIMEV 303,2
alphabetic poems,clergy,DIMEV 740,1
alphabetic poems,envoys,DIMEV 2566,1
alphabetic poems,flowers,DIMEV 2775,1
alphabetic poems,hymns,DIMEV 3544,1
alphabetic poems,manners,DIMEV 544,1
alphabetic poems,precepts,DIMEV 6654,1
angels,Satan,DIMEV 3936,1
angels,death,DIMEV 3447,1
angels,illustrations,DIMEV 3936,1
angels,man,DIMEV 791,1
angels,prophecies,DIMEV 562,1
angels,sermons,DIMEV 562,1
anger,sins,DIMEV 1665,1
anger,songs,DIMEV 2254,1
animals,Paston,DIMEV 3690,1
antifeminism,autobiography,DIMEV 1242,1
antifeminism,confession,DIMEV 1242,1
aphorisms,Christ,DIMEV 830,1
aphorisms,God,DIMEV 844,1
aphorisms,advice,DIMEV 5204;DIMEV 4277;DIMEV 6544;DIMEV 211,4
aphorisms,advice to princes,DIMEV 746,1
aphorisms,avarice,DIMEV 2075,1
aphorisms,charity,DIMEV 1511,1
aphorisms,crucifixion,DIMEV 830,1
aphorisms,death,DIMEV 1231;DIMEV 5591;DIMEV 1153,3
aphorisms,evils of the time,DIMEV 668,1
aphorisms,fables,DIMEV 5887,1
aphorisms,fragments,DIMEV 2493,1
aphorisms,greed,DIMEV 768,1
aphorisms,hoarding,DIMEV 2075,1
aphorisms,hunting,DIMEV 1664,1
aphorisms,learning,DIMEV 1427,1
aphorisms,love,DIMEV 3694;DIMEV 1253,2
aphorisms,money,DIMEV 6544,1
aphorisms,paradoxes,DIMEV 4354,1
aphorisms,paraphrases,DIMEV 1223;DIMEV 3139,2
aphorisms,precepts,DIMEV 1223;DIMEV 1440,2
aphorisms,proverbs,DIMEV 5332,1
aphorisms,riddles,DIMEV 666,1
aphorisms,schoolboy exercises,DIMEV 2735,1
aphorisms,schools/scholars,DIMEV 674,1
aphorisms,scribes,DIMEV 3162,1
aphorisms,sermons,DIMEV 3710,1
aphorisms,sins,DIMEV 1439,1
aphorisms,swearers,DIMEV 173,1
aphorisms,time,DIMEV 1231,1
aphorisms,translations,DIMEV 3710;DIMEV 1838;DIMEV 1211;DIMEV 2801;DIMEV 6465;DIMEV 5887;DIMEV 4409,7
aphorisms,travel poems,DIMEV 775,1
aphorisms,virtues,DIMEV 1402,1
aphorisms,wealth,DIMEV 6600;DIMEV 6544,2
aphorisms,women,DIMEV 2075;DIMEV 5361;DIMEV 1311,3
apostrophes,inscriptions,DIMEV 772,1
apprentices,debauchery,DIMEV 145,1
apprentices,fabliaux,DIMEV 145,1
apprentices,herbergage,DIMEV 145,1
astrology/astronomy,didactic verse,DIMEV 3126,1
astrology/astronomy,envoys,DIMEV 1518,1
astrology/astronomy,fragments,DIMEV 6394,1
astrology/astronomy,political poems,DIMEV 5213,1
authorship,patronage,DIMEV 1247,1
autobiography,confession,DIMEV 1242,1
avarice,women,DIMEV 2075,1
ballads,Arthurian literature,DIMEV 2992,1
ballads,Scotland,DIMEV 4267,1
ballads,Scots,DIMEV 4267,1
ballads,Virgin Mary,DIMEV 3933,1
ballads,envoys,DIMEV 2052;DIMEV 45,2
ballads,love,DIMEV 6138,1
ballads,love lyrics,DIMEV 502;DIMEV 6138,2
ballads,lovers,DIMEV 502,1
ballads,precepts,DIMEV 1138,1
ballads,satire,DIMEV 45,1
beheading game,Gawain,DIMEV 4920,1
bestiaries,animals,DIMEV 5377,1
birds,Lollardy,DIMEV 5436,1
birds,May,DIMEV 2540,1
birds,Robin Hood,DIMEV 795,1
birds,advice,DIMEV 4420;DIMEV 5866;DIMEV 1145,3
birds,chansons d’aventure,DIMEV 5908;DIMEV 3292,2
birds,clergy,DIMEV 5436,1
birds,contemporary conditions,DIMEV 612,1
birds,death,DIMEV 633,1
birds,dialogues,DIMEV 5052;DIMEV 3292,2
birds,dream poems,DIMEV 5299,1
birds,envoys,DIMEV 5299;DIMEV 3644;DIMEV 4420,3
birds,fables,DIMEV 2609,1
birds,fabliaux,DIMEV 4420,1
birds,humility,DIMEV 6059,1
birds,loneliness,DIMEV 2456,1
birds,nonsense verse,DIMEV 795,1
birds,political poems,DIMEV 3644,1
birds,satire,DIMEV 3644,1
birds,songs,DIMEV 3815;DIMEV 795,2
birds,tales,DIMEV 1145,1
birds,transitoriness,DIMEV 924,1
birds,women,DIMEV 5052;DIMEV 2451,2
blessings,Baker,DIMEV 2955,1
blessings,Moleyns,DIMEV 2955,1
blessings,inscriptions,DIMEV 1551,1
bloodletting,calendars,DIMEV 1356;DIMEV 847;DIMEV 2369,3
bloodletting,didactic verse,DIMEV 5395,1
bloodletting,medicine,DIMEV 847;DIMEV 1570;DIMEV 2369,3
bloodletting,utilitarian instructions,DIMEV 6847,1
body,comic verse,DIMEV 5467,1
body,erotic verse,DIMEV 5467,1
body and soul,debates,DIMEV 605,1
body and soul,dialogues,DIMEV 605,1
bookplates,Barbor,DIMEV 6491;DIMEV 6663,2
bookplates,Hancock,DIMEV 5708,1
bookplates,Kyng,DIMEV 3265,1
bookplates,Scrope,DIMEV 6572,1
bookplates,Troilus and Cressida,DIMEV 884,1
bookplates,Tucke,DIMEV 5714,1
bookplates,William Bromwell,DIMEV 5709,1
bookplates,colophons,DIMEV 6661,1
bookplates,epilogues,DIMEV 6661,1
bookplates,hell,DIMEV 5708,1
bookplates,lovers,DIMEV 3529,1
bookplates,mottoes,DIMEV 6840,1
bookplates,prayers,DIMEV 3530;DIMEV 3532;DIMEV 3531,3
bookplates,women,DIMEV 5711;DIMEV 6623;DIMEV 3529,3
books,pledges,DIMEV 2989,1
bribery,abuses of the age,DIMEV 3038,1
calendars,Ember Days,DIMEV 229,1
calendars,astrology/astronomy,DIMEV 5270,1
calendars,medicine,DIMEV 6062;DIMEV 847,2
calendars,prayers,DIMEV 2863,1
carols,Adam,DIMEV 2630,1
carols,Agincourt,DIMEV 5456,1
carols,Arthur,DIMEV 3844,1
carols,Catherine of Aragon,DIMEV 3653,1
carols,Christ,DIMEV 2849;DIMEV 5969;DIMEV 415;DIMEV 4186;DIMEV 4261;DIMEV 253;DIMEV 1810;DIMEV 5074;DIMEV 4020,9
carols,Christmastide,DIMEV 635;DIMEV 415;DIMEV 1971,3
carols,Circumcision,DIMEV 3332,1
carols,Clerk,DIMEV 2962,1
carols,Corpus Christi,DIMEV 1820,1
carols,Doomsday,DIMEV 5797;DIMEV 5774,2
carols,Edward VI,DIMEV 5057,1
carols,Elizabeth of York,DIMEV 2448,1
carols,Eucharist,DIMEV 2722;DIMEV 298,2
carols,Fogge,DIMEV 5168,1
carols,France,DIMEV 5456;DIMEV 4317,2
carols,George,DIMEV 6797,1
carols,Henry V,DIMEV 5456,1
carols,Henry VI,DIMEV 5957,1
carols,Henry VII,DIMEV 5014,1
carols,Holy Ghost,DIMEV 3500,1
carols,Holy Innocents,DIMEV 1127;DIMEV 4049;DIMEV 984;DIMEV 2014,4
carols,Incarnation,DIMEV 1542;DIMEV 1067,2
carols,John the Baptist,DIMEV 5416,1
carols,John the Evangelist,DIMEV 5821;DIMEV 4630;DIMEV 6020,3
carols,Joseph,DIMEV 2971,1
carols,Kent,DIMEV 5168,1
carols,Nativity,DIMEV 131;DIMEV 946;DIMEV 4422,3
carols,Nicholas,DIMEV 4738,1
carols,Passion,DIMEV 5653;DIMEV 5604;DIMEV 3424,3
carols,Simeon,DIMEV 2570,1
carols,Stephen,DIMEV 4760;DIMEV 4235,2
carols,Thomas of Canterbury,DIMEV 4334;DIMEV 337,2
carols,Trinity,DIMEV 6188;DIMEV 1292;DIMEV 4126,3
carols,Virgin Mary,DIMEV 3326;DIMEV 214;DIMEV 1699;DIMEV 21;DIMEV 410;DIMEV 1485;DIMEV 2771;DIMEV 1468;DIMEV 331;DIMEV 1689;DIMEV 6300;DIMEV 1486;DIMEV 1710;DIMEV 3156;DIMEV 1744;DIMEV 6781;DIMEV 2089;DIMEV 2043,18
carols,advice,DIMEV 2357;DIMEV 6055,2
carols,agriculture,DIMEV 2339,1
carols,birds,DIMEV 612;DIMEV 633;DIMEV 6098,3
carols,carols,DIMEV 4,1
carols,chansons d’aventure,DIMEV 612;DIMEV 5741;DIMEV 5680,3
carols,complaints,DIMEV 4971;DIMEV 6532,2
carols,contemporary conditions,DIMEV 612;DIMEV 1894,2
carols,counsel,DIMEV 2309;DIMEV 4877;DIMEV 2362;DIMEV 2050,4
carols,death,DIMEV 2098;DIMEV 1152;DIMEV 633,3
carols,dialogues,DIMEV 2257;DIMEV 3326;DIMEV 1251;DIMEV 3424;DIMEV 614;DIMEV 4;DIMEV 5653;DIMEV 5683;DIMEV 5684;DIMEV 4930;DIMEV 6132;DIMEV 2029;DIMEV 278;DIMEV 2089,14
carols,domestic life,DIMEV 393,1
carols,drinking,DIMEV 893,1
carols,envoys,DIMEV 6132,1
carols,evils of the time,DIMEV 6886;DIMEV 6371,2
carols,executors,DIMEV 3344,1
carols,fall and redemption,DIMEV 213,1
carols,five-line,DIMEV 3769,1
carols,fragments,DIMEV 4422,1
carols,friars,DIMEV 5593;DIMEV 5426,2
carols,gossip,DIMEV 2274,1
carols,historical poems,DIMEV 2301,1
carols,hunting,DIMEV 695,1
carols,hymns,DIMEV 5416;DIMEV 3562,2
carols,impossibilities,DIMEV 6384,1
carols,instruction,DIMEV 1542,1
carols,introductions,DIMEV 2249,1
carols,laments,DIMEV 6300;DIMEV 2332;DIMEV 2222,3
carols,love,DIMEV 2105;DIMEV 5369;DIMEV 5741,3
carols,love lyrics,DIMEV 2091,1
carols,lovers,DIMEV 4906,1
carols,lover’s lament,DIMEV 2130,1
carols,marriage,DIMEV 6875;DIMEV 5678;DIMEV 6874;DIMEV 3400,4
carols,mercy,DIMEV 2184;DIMEV 3350,2
carols,money,DIMEV 4361;DIMEV 6327,2
carols,monks,DIMEV 3487,1
carols,mortality,DIMEV 2088;DIMEV 2435,2
carols,nonsense,DIMEV 4508,1
carols,nuns,DIMEV 5426,1
carols,occasional verse,DIMEV 5057;DIMEV 4886,2
carols,pageant verses,DIMEV 5363,1
carols,political poems,DIMEV 4886;DIMEV 3844;DIMEV 5212;DIMEV 4007;DIMEV 2212,5
carols,political verse,DIMEV 5168,1
carols,precepts,DIMEV 5331,1
carols,religious observance,DIMEV 1490,1
carols,satire,DIMEV 1228;DIMEV 3344;DIMEV 1582;DIMEV 4361;DIMEV 2496;DIMEV 2497,6
carols,schoolboys,DIMEV 2332,1
carols,seasons,DIMEV 6272,1
carols,servants,DIMEV 2407,1
carols,sins,DIMEV 4404;DIMEV 1424,2
carols,social comment,DIMEV 113,1
carols,songs,DIMEV 1894;DIMEV 3487;DIMEV 2248;DIMEV 2759;DIMEV 3005;DIMEV 161,6
carols,tongue,DIMEV 5947,1
carols,transitoriness,DIMEV 5791;DIMEV 6515,2
carols,women,DIMEV 5606;DIMEV 4208;DIMEV 5369;DIMEV 2091;DIMEV 393;DIMEV 1647;DIMEV 5679;DIMEV 3044;DIMEV 2222;DIMEV 3671;DIMEV 635;DIMEV 869;DIMEV 6423;DIMEV 3653;DIMEV 2672;DIMEV 5386;DIMEV 4956,17
castles,seasons,DIMEV 4262,1
castles,weather,DIMEV 4262,1
catechisms,doctrine,DIMEV 1276,1
catechisms,instructional verse,DIMEV 1276,1
catechisms,translations,DIMEV 1276,1
cattle,erotic verse,DIMEV 2192,1
cautionary advice,warning against rash speech,DIMEV 626,1
chansons d’aventure,Christ,DIMEV 5686,1
chansons d’aventure,Fortune,DIMEV 6125,1
chansons d’aventure,May,DIMEV 2539;DIMEV 6123,2
chansons d’aventure,Passion,DIMEV 2197,1
chansons d’aventure,advice,DIMEV 5866,1
chansons d’aventure,birds,DIMEV 2017;DIMEV 5866;DIMEV 6098;DIMEV 633;DIMEV 612;DIMEV 617,6
chansons d’aventure,carols,DIMEV 6123;DIMEV 633;DIMEV 6098,3
chansons d’aventure,contemporary conditions,DIMEV 612,1
chansons d’aventure,death,DIMEV 633,1
chansons d’aventure,dialogues,DIMEV 5686;DIMEV 2017,2
chansons d’aventure,dream poems,DIMEV 598,1
chansons d’aventure,envoys,DIMEV 2457;DIMEV 2604,2
chansons d’aventure,love,DIMEV 2447,1
chansons d’aventure,moderation,DIMEV 2457,1
chansons d’aventure,romances,DIMEV 5677;DIMEV 2666,2
chansons d’aventure,songs,DIMEV 617,1
chansons d’aventure,transitoriness,DIMEV 593,1
charity,mercy,DIMEV 2117,1
charity,paraphrases,DIMEV 970,1
charity,scripture texts,DIMEV 970,1
charity,sermons,DIMEV 971,1
charity,translations,DIMEV 2117,1
charms,Christ,DIMEV 692;DIMEV 4259;DIMEV 1622;DIMEV 1022,4
charms,Cross,DIMEV 1932,1
charms,George,DIMEV 4601,1
charms,Job,DIMEV 2952,1
charms,Katherine of Alexandria,DIMEV 1437,1
charms,Nycasie,DIMEV 4739,1
charms,apostles,DIMEV 5738,1
charms,bakers,DIMEV 749,1
charms,hares,DIMEV 5389,1
charms,irregular,DIMEV 1018,1
charms,medicine,DIMEV 4322;DIMEV 789,2
charms,rats,DIMEV 2150,1
charms,sermons,DIMEV 4969,1
charms,thieves,DIMEV 6653;DIMEV 5738;DIMEV 3196;DIMEV 1623;DIMEV 2155;DIMEV 6013;DIMEV 2141;DIMEV 1462;DIMEV 1622;DIMEV 2143,10
charms,toothache,DIMEV 2153,1
charms,wolves,DIMEV 1623,1
charters,Aethelstan,DIMEV 5186;DIMEV 6767,2
charters,Bury St Edmund’s,DIMEV 2554,1
charters,Edward the Confessor,DIMEV 2161,1
charters,John of Beverley,DIMEV 5186,1
charters,Ripon,DIMEV 6767,1
charters,allegories,DIMEV 1913,1
charters,instruction,DIMEV 6650;DIMEV 2891;DIMEV 2859;DIMEV 6769,4
charters,parodies,DIMEV 2200,1
charters,treatises,DIMEV 6650;DIMEV 2859,2
chastisement,manuscripts,DIMEV 218,1
chess,Diana,DIMEV 5964,1
chess,Venus,DIMEV 5964,1
chess,elegies,DIMEV 2181,1
chess,envoys,DIMEV 2181,1
chess,love,DIMEV 5964,1
children,alphabetic poems,DIMEV 708,1
children,courtesy books,DIMEV 2532;DIMEV 3133;DIMEV 346;DIMEV 2643;DIMEV 3134,5
children,envoys,DIMEV 3588,1
children,instruction,DIMEV 3241;DIMEV 3087;DIMEV 6137;DIMEV 3133;DIMEV 3588;DIMEV 3103;DIMEV 3112;DIMEV 3134,8
children,manners,DIMEV 2532;DIMEV 3241;DIMEV 3087;DIMEV 5304;DIMEV 3133;DIMEV 346;DIMEV 3103;DIMEV 3112;DIMEV 3134;DIMEV 1098,10
children,prayers,DIMEV 1463,1
children,proverbs,DIMEV 712,1
children,scribes,DIMEV 709,1
children,translations,DIMEV 2532,1
children,women,DIMEV 1098,1
children’s rhymes,comic verse,DIMEV 4841,1
children’s rhymes,doggerel,DIMEV 4841,1
children’s rhymes,nonsense verse,DIMEV 1038,1
children’s rhymes,schoolboy exercises,DIMEV 710,1
children’s rhymes,sermons,DIMEV 15;DIMEV 2,2
chronicles,Augustine of Canterbury,DIMEV 4477,1
chronicles,Cato,DIMEV 225,1
chronicles,Charlemagne,DIMEV 4152,1
chronicles,Courtenay,DIMEV 5434,1
chronicles,Despencer,DIMEV 6742,1
chronicles,Edward I,DIMEV 5754;DIMEV 6516,2
chronicles,Edward II,DIMEV 6403,1
chronicles,Edward III,DIMEV 4159,1
chronicles,Edward the Confessor,DIMEV 2046,1
chronicles,Flemish insurrection,DIMEV 6428,1
chronicles,France,DIMEV 5370,1
chronicles,Guy of Warwick,DIMEV 1373,1
chronicles,Henry V,DIMEV 3148,1
chronicles,Henry VI,DIMEV 1617;DIMEV 1198;DIMEV 2599;DIMEV 3142,4
chronicles,John,DIMEV 4037,1
chronicles,Llewellen,DIMEV 1996;DIMEV 4160,2
chronicles,Lollardy,DIMEV 5434,1
chronicles,Louis,DIMEV 2046,1
chronicles,Otto IV,DIMEV 4037,1
chronicles,Peasants’ Revolt (1381),DIMEV 2782,1
chronicles,Philip II,DIMEV 4037,1
chronicles,Philip VI,DIMEV 6428,1
chronicles,Richard II,DIMEV 4362,1
chronicles,Schism,DIMEV 3083,1
chronicles,Scotland,DIMEV 658;DIMEV 856,2
chronicles,Scots,DIMEV 1384;DIMEV 6261;DIMEV 5618,3
chronicles,Stephen,DIMEV 3658,1
chronicles,Thomas of Canterbury,DIMEV 5541,1
chronicles,Virgin Mary,DIMEV 3564;DIMEV 763;DIMEV 328;DIMEV 5836;DIMEV 1679,5
chronicles,abuses of the age,DIMEV 687;DIMEV 5861,2
chronicles,advice to princes,DIMEV 225,1
chronicles,clergy,DIMEV 687,1
chronicles,counsel,DIMEV 225,1
chronicles,curses,DIMEV 5358,1
chronicles,death,DIMEV 6403,1
chronicles,elegies,DIMEV 3800;DIMEV 5754;DIMEV 6516;DIMEV 256;DIMEV 1444;DIMEV 953;DIMEV 5421;DIMEV 3148,8
chronicles,envoys,DIMEV 1174;DIMEV 3148;DIMEV 4400,3
chronicles,epilogues,DIMEV 3151;DIMEV 480,2
chronicles,epitaphs,DIMEV 4160;DIMEV 4159;DIMEV 4477;DIMEV 5470;DIMEV 5288;DIMEV 3522;DIMEV 4362;DIMEV 1996;DIMEV 4152;DIMEV 5457;DIMEV 1002;DIMEV 5049;DIMEV 2356,13
chronicles,historical poems,DIMEV 6694;DIMEV 1384;DIMEV 5618,3
chronicles,illustrations,DIMEV 856;DIMEV 2392,2
chronicles,inscriptions,DIMEV 5229,1
chronicles,justice,DIMEV 5861,1
chronicles,kings,DIMEV 6516,1
chronicles,kings of England,DIMEV 4037;DIMEV 5470;DIMEV 256;DIMEV 2996;DIMEV 3658,6
chronicles,kings of France,DIMEV 5370,1
chronicles,mutability,DIMEV 5156,1
chronicles,occasional verse,DIMEV 3152,1
chronicles,pageant verses,DIMEV 943,1
chronicles,patronage,DIMEV 4133,1
chronicles,popes,DIMEV 3083,1
chronicles,prayers,DIMEV 5358,1
chronicles,prologues,DIMEV 3794;DIMEV 3821,2
chronicles,riddles,DIMEV 2392,1
chronicles,songs,DIMEV 1384;DIMEV 5618,2
chronicles,transitoriness,DIMEV 5156,2
chronicles,translations,DIMEV 5412;DIMEV 1930;DIMEV 5288;DIMEV 1444;DIMEV 5958;DIMEV 6742;DIMEV 4268;DIMEV 660;DIMEV 5358;DIMEV 5513,10
chronicles,weather,DIMEV 5412,1
classical literature,knights,DIMEV 464,1
clergy,confession,DIMEV 490,1
clergy,exempla,DIMEV 490,1
clergy,occasional verse,DIMEV 4502,1
clergy,penitence,DIMEV 490,1
clergy,sermons,DIMEV 3167,1
clothing,chronicles,DIMEV 512,1
clothing,debates,DIMEV 6831,1
clothing,sermons,DIMEV 2487,1
clothing,servants,DIMEV 5732,1
clothing,women,DIMEV 5862;DIMEV 4169;DIMEV 3227,3
colophons,Barbara,DIMEV 3718,1
colophons,Benedict of Nursia,DIMEV 1966,1
colophons,Robert the Devil,DIMEV 5922,1
colophons,advice to princes,DIMEV 3702,1
colophons,alchemy,DIMEV 6476,1
colophons,aphorisms,DIMEV 1845,1
colophons,bookplates,DIMEV 3698,1
colophons,conclusions,DIMEV 3760,1
colophons,patronage,DIMEV 2674,1
colophons,prayers,DIMEV 6005,1
colophons,women,DIMEV 1966,1
colphons,Duke of Normandy,DIMEV 3094,1
comic verse,doggerel,DIMEV 4841,1
comic verse,erotic verse,DIMEV 5467,1
commemorative verse,Barber,DIMEV 4149,1
commemorative verse,Virgin Mary,DIMEV 4233,1
commemorative verse,Walsingham,DIMEV 4233,1
commemorative verse,historical poems,DIMEV 4149,1
commemorative verse,lovers,DIMEV 6455;DIMEV 3607;DIMEV 3606,3
commemorative verse,miracles,DIMEV 4233,1
commemorative verse,tales,DIMEV 4233,1
commerce,infidelity,DIMEV 120,1
commerce,sex,DIMEV 120,1
complaints,Alcuin of York,DIMEV 4779,1
complaints,Christ,DIMEV 3628;DIMEV 798;DIMEV 3388,3
complaints,Cupid,DIMEV 6152,1
complaints,Fortune,DIMEV 276;DIMEV 3706;DIMEV 6152;DIMEV 3780,4
complaints,Humphrey,DIMEV 159,1
complaints,Jacqueline of Hainault,DIMEV 159,1
complaints,May,DIMEV 2543,1
complaints,Venerable Bede,DIMEV 4779,1
complaints,allegorical poems,DIMEV 1518,1
complaints,astrology/astronomy,DIMEV 1518,1
complaints,carols,DIMEV 6272;DIMEV 371,2
complaints,composite poems,DIMEV 3989,1
complaints,counsel,DIMEV 2152,1
complaints,crucifixion,DIMEV 798,1
complaints,debates,DIMEV 627,1
complaints,dialogues,DIMEV 3866,1
complaints,envoys,DIMEV 3647;DIMEV 1518;DIMEV 2225;DIMEV 3900;DIMEV 3388;DIMEV 6044;DIMEV 2541;DIMEV 3924,8
complaints,evils of the time,DIMEV 3804,1
complaints,falseness,DIMEV 6253,1
complaints,frames,DIMEV 235,1
complaints,friends,DIMEV 616,1
complaints,hope,DIMEV 627,1
complaints,husbands,DIMEV 371,1
complaints,law,DIMEV 3804,1
complaints,love,DIMEV 6245;DIMEV 2523;DIMEV 3713;DIMEV 916;DIMEV 6152;DIMEV 320;DIMEV 2541;DIMEV 4934,9
complaints,love lyrics,DIMEV 3647;DIMEV 3973,2
